NEIGHBORHOOD,ADDRESS,Sale Price,SALE DATE
MIDTOWN WEST,"353 WEST 56TH STREET, 4M",500,1/6/20
SOHO,39 CHARLTON STREET,7400000,1/6/20
UPPER EAST SIDE (79-96),"1050 5 AVENUE, SR01",150000,1/6/20
UPPER EAST SIDE (79-96),"444 EAST 84TH STREET, 5H",485000,1/6/20
UPPER EAST SIDE (79-96),"444 EAST 87TH STREET, 6H",285000,1/6/20
UPPER EAST SIDE (79-96),"80 EAST END AVENUE, 8D",550000,1/6/20
UPPER EAST SIDE (79-96),"520 EAST 90TH STREET, 6J",709000,1/6/20
UPPER EAST SIDE (79-96),"180 EAST 88TH STREET, 26B",6920000,1/6/20
UPPER EAST SIDE (79-96),"200 EAST 94TH STREET, 615",1510000,1/6/20
UPPER WEST SIDE (59-79),"220 RIVERSIDE BOULEVARD, 8V",825000,1/6/20
UPPER WEST SIDE (59-79),"346 W 71ST STREET, 3A",1848124,1/6/20
UPPER WEST SIDE (59-79),"61 WEST 62ND STREET, 10K",865000,1/6/20
UPPER WEST SIDE (59-79),"215 WEST 75TH STREET, 7E",325000,1/6/20
UPPER WEST SIDE (79-96),"48 WEST 86TH STREET, 2",2333000,1/6/20
UPPER WEST SIDE (79-96),"215 WEST 88TH STREET, 9A",963714,1/6/20
CIVIC CENTER,"270 BROADWAY, 17A",3300000,1/7/20
CLINTON,"500 WEST 43RD STREET, 37C",920000,1/7/20
FINANCIAL,"55 LIBERTY STREET, 26C",695000,1/7/20
FINANCIAL,"101 WALL ST, 2A",1975000,1/7/20
GRAMERCY,"45 GRAMERCY PARK NORTH, 1C",550000,1/7/20
GRAMERCY,"225 EAST 19TH STREET, 102",1664839,1/7/20
GREENWICH VILLAGE-CENTRAL,"714 BROADWAY, 6",2800000,1/7/20
GREENWICH VILLAGE-CENTRAL,"11 FIFTH AVENUE, OFF 7",595000,1/7/20
GREENWICH VILLAGE-CENTRAL,"35 WEST 9TH STREET, 3B",1600000,1/7/20
GREENWICH VILLAGE-WEST,"90 MORTON STREET, 3D",4900000,1/7/20
HARLEM-UPPER,"502 WEST 148TH STREET, 3C",36106,1/7/20
HARLEM-UPPER,"518 WEST 148TH STREET, 5C",28082,1/7/20
JAVITS CENTER,"553 WEST 30TH STREET, 66B",7939250,1/7/20
KIPS BAY,"525 EAST 14TH STREET, 9G",600000,1/7/20
LOWER EAST SIDE,98 ORCHARD STREET,9080000,1/7/20
MIDTOWN EAST,"300 EAST 54TH STREET, 19A",755000,1/7/20
MIDTOWN EAST,"400 EAST 56TH STREET, 6S",690000,1/7/20
MIDTOWN EAST,"40 SUTTON PLACE, 3C",440000,1/7/20
MIDTOWN EAST,"866 UNITED NATIONS PLAZA, 525",3866500,1/7/20
MIDTOWN WEST,"53 WEST 53RD STREET, 24F",3027203,1/7/20
MURRAY HILL,"222 EAST 35TH ST, 1A",340000,1/7/20
MURRAY HILL,"201 EAST 37TH STREET, 11A",482000,1/7/20
MURRAY HILL,"445 FIFTH AVE, 23G",865000,1/7/20
SOHO,"22 MERCER STREET, 2D",3650000,1/7/20
SOHO,"570 BROOME STREET, 3B",1250000,1/7/20
SOHO,"570 BROOME STREET, 12A",1690284,1/7/20
SOUTHBRIDGE,"77 FULTON STREET, 15D",1200000,1/7/20
TRIBECA,"10 LITTLE WEST STREET, 28A",2985000,1/7/20
UPPER EAST SIDE (59-79),"825 5TH AVENUE, 7AB",4500000,1/7/20
UPPER EAST SIDE (59-79),"650 PARK AVENUE, 8E",1150000,1/7/20
UPPER EAST SIDE (79-96),"220 EAST 82ND ST, 2RE",432000,1/7/20
UPPER EAST SIDE (79-96),"151 EAST 83RD STREET, 6C",1400000,1/7/20
UPPER EAST SIDE (79-96),"505 EAST 79TH STREET, 2E",450000,1/7/20
UPPER WEST SIDE (59-79),"165 WEST 66TH STREET, 20C",1165615,1/7/20
UPPER WEST SIDE (79-96),"214 RIVERSIDE DRIVE, 311",430000,1/7/20
WASHINGTON HEIGHTS UPPER,"96 ARDEN STREET, 6D",575000,1/7/20
CHELSEA,"465 WEST 23RD STREET, 2D",530000,1/8/20
CLINTON,"447 WEST 45TH STREET, 7E",815000,1/8/20
FASHION,"16 WEST 40TH STREET, 27B",4800000,1/8/20
FINANCIAL,"20 WEST STREET, 44D",450000,1/8/20
FINANCIAL,"71 NASSAU STREET, 13C",1500000,1/8/20
GREENWICH VILLAGE-CENTRAL,"211 THOMPSON STREET, 3G",512000,1/8/20
GREENWICH VILLAGE-CENTRAL,"30 FIFTH AVENUE, 10D",2150000,1/8/20
GREENWICH VILLAGE-CENTRAL,"14 WEST 4TH STREET, C215",998500,1/8/20
GREENWICH VILLAGE-WEST,"150 CHARLES STREET, 7CN",4500000,1/8/20
HARLEM-CENTRAL,"1400 FIFTH AVENUE, 5A",650000,1/8/20
HARLEM-EAST,2154 SECOND AVENUE,2050000,1/8/20
HARLEM-WEST,"501 WEST 138TH STREET, 61",625000,1/8/20
JAVITS CENTER,"553 WEST 30TH STREET, 36C",4891850,1/8/20
KIPS BAY,"305 EAST 24TH STREET, 9F",875695,1/8/20
KIPS BAY,"385 1 AVENUE, 3A",1065000,1/8/20
KIPS BAY,"330 EAST 38TH STREET, 48H",800000,1/8/20
LOWER EAST SIDE,"457 FDR DRIVE, A1904",1783000,1/8/20
LOWER EAST SIDE,"148 ATTORNEY STREET, GARDN",1846900,1/8/20
LOWER EAST SIDE,"148 ATTORNEY STREET, 2",1973400,1/8/20
LOWER EAST SIDE,"148 ATTORNEY STREET, 3",1998700,1/8/20
LOWER EAST SIDE,"148 ATTORNEY STREET, 4",1998700,1/8/20
MIDTOWN EAST,"321 EAST 45 STREET, 9H",345000,1/8/20
MIDTOWN WEST,"1335 AVENUE OF THE AMERICAS, HU4",210900,1/8/20
MURRAY HILL,"211 EAST 35TH STREET, 2 A/B",860000,1/8/20
MURRAY HILL,"425 5TH AVENUE, 60B",2445000,1/8/20
MURRAY HILL,"425 5 AVENUE, 45C",795000,1/8/20
SOHO,"140 THOMPSON STREET, 1C",2500000,1/8/20
SOHO,"570 BROOME STREET, 5A",2000000,1/8/20
SOUTHBRIDGE,"324 PEARL STREET, 4B",585000,1/8/20
TRIBECA,"275 GREENWICH STREET, 10CS",835000,1/8/20
UPPER EAST SIDE (59-79),"880 FIFTH AVENUE, 5-L",999999,1/8/20
UPPER EAST SIDE (59-79),"35 EAST 75TH STREET, 10D",2600000,1/8/20
UPPER EAST SIDE (59-79),"174 EAST 74 STREET, 1B",900000,1/8/20
UPPER EAST SIDE (59-79),"174 EAST 74 STREET, 1A",900000,1/8/20
UPPER EAST SIDE (59-79),"220 EAST 67TH STREET, 14F",400000,1/8/20
UPPER EAST SIDE (59-79),"308 EAST 79TH STREET, 10J",725000,1/8/20
UPPER EAST SIDE (59-79),"401 EAST 65 STREET, 8J",520000,1/8/20
UPPER EAST SIDE (59-79),"188 EAST 76TH STREET, 6C",1230000,1/8/20
UPPER EAST SIDE (59-79),"530 EAST 76TH STREET, 16K",947000,1/8/20
UPPER EAST SIDE (59-79),"20 EAST 68TH STREET, 14F",1150000,1/8/20
UPPER EAST SIDE (59-79),"340 EAST 74TH STREET, 5G",765000,1/8/20
UPPER EAST SIDE (59-79),762 MADISON AVENUE,4399168,1/8/20
UPPER EAST SIDE (79-96),"509 EAST 88TH STREET, 2D",360000,1/8/20
UPPER EAST SIDE (79-96),"180 EAST END AVENUE, PHG",1775000,1/8/20
UPPER EAST SIDE (79-96),"1760 2 AVENUE, 19A",880000,1/8/20
UPPER WEST SIDE (59-79),"350 WEST 71ST STREET, 6D",2000861,1/8/20
UPPER WEST SIDE (59-79),"61 WEST 62ND STREET, 14JK",1800000,1/8/20
UPPER WEST SIDE (79-96),132 WEST 81ST STREET,8275000,1/8/20
UPPER WEST SIDE (79-96),"130 WEST 86TH STREET, 5C",1270000,1/8/20
UPPER WEST SIDE (79-96),"304 WEST 89 STREET, 3D",605000,1/8/20
UPPER WEST SIDE (79-96),"214 RIVERSIDE DR., 401",382500,1/8/20
UPPER WEST SIDE (79-96),"101 WEST 79TH STREET, 6D",2350000,1/8/20
UPPER WEST SIDE (79-96),"109 WEST 82ND STREET, 1A",655000,1/8/20
WASHINGTON HEIGHTS UPPER,"875 WEST 181ST STREET, 2I",540000,1/8/20
CHELSEA,"405 WEST 23RD STREET, 5B",570000,1/9/20
CHELSEA,"305 WEST 18TH STREET, 4F",925000,1/9/20
CHELSEA,"163 WEST 18TH STREET, 7A",2280000,1/9/20
CHELSEA,"163 WEST 18TH STREET, S3",2280000,1/9/20
CIVIC CENTER,"91 LEONARD STREET, 6G",2732168,1/9/20
CIVIC CENTER,"56 LEONARD STREET, 31AW",4872000,1/9/20
CIVIC CENTER,"91 LEONARD STREET, SU53",2732168,1/9/20
FASHION,"261 WEST 28 STREET, 2A",1300000,1/9/20
FLATIRON,"15 WEST 17 STREET, 4",2650000,1/9/20
FLATIRON,"225 FIFTH AVE, 2P",1937500,1/9/20
GREENWICH VILLAGE-CENTRAL,"77 BLEECKER STREET, 825",938000,1/9/20
GREENWICH VILLAGE-CENTRAL,"290 6TH AVE, 1E",450000,1/9/20
GREENWICH VILLAGE-CENTRAL,"70 EAST 10TH STREET, 15J",1950000,1/9/20
GREENWICH VILLAGE-CENTRAL,"23 EAST 10TH STREET, PHW",5250000,1/9/20
GREENWICH VILLAGE-WEST,"720 GREENWICH STREET, 6V",1275000,1/9/20
GREENWICH VILLAGE-WEST,"160 LEROY STREET, 12BN",15314500,1/9/20
GREENWICH VILLAGE-WEST,"160 WEST 12TH STREET, 78",7295000,1/9/20
HARLEM-CENTRAL,"10 LENOX AVENUE, 4A",895000,1/9/20
HARLEM-CENTRAL,"1330 5 AVENUE, 6K",1175000,1/9/20
HARLEM-WEST,"52 CONVENT AVENUE, 3B",698000,1/9/20
JAVITS CENTER,"553 WEST 30TH STREET, 24G",4274750,1/9/20
KIPS BAY,"340 EAST 23RD STREET, 3J",650000,1/9/20
KIPS BAY,"333 EAST 30TH STREET, 18-K",835000,1/9/20
LOWER EAST SIDE,"17 CLINTON ST, 3A",450500,1/9/20
MIDTOWN CBD,"485 PARK AVENUE, 9A",2425000,1/9/20
MIDTOWN EAST,"321 EAST 45TH STREET, 6A",340000,1/9/20
MIDTOWN EAST,"235 EAST 40TH STREET, 10I",535000,1/9/20
MIDTOWN WEST,"100 WEST 57TH STREET, 19B",300000,1/9/20
MIDTOWN WEST,"333 WEST 56TH STREET, 6F",1075000,1/9/20
MIDTOWN WEST,"53 WEST 53RD STREET, 25D",6316150,1/9/20
MIDTOWN WEST,"53 WEST 53RD STREET, 21E",3353043,1/9/20
MIDTOWN WEST,"57 WEST 58TH STREET, 9F",425000,1/9/20
MORNINGSIDE HEIGHTS,"501 WEST 123RD STREET, 3F",999000,1/9/20
MURRAY HILL,"137 EAST 36TH STREET, 12D",635000,1/9/20
SOHO,"37 GREENE STREET, 1",15409495,1/9/20
SOHO,"131 THOMPSON STREET, 2D",725000,1/9/20
UPPER EAST SIDE (59-79),"781 FIFTH AVENUE, 1919",300000,1/9/20
UPPER EAST SIDE (59-79),"168 EAST 74TH STREET, 1A",1999900,1/9/20
UPPER EAST SIDE (59-79),"311 EAST 71ST STREET, 6G",1225000,1/9/20
UPPER EAST SIDE (59-79),"311 EAST 75TH STREET, 5E",530000,1/9/20
UPPER EAST SIDE (59-79),"370 EAST 76TH ST, C1209",860000,1/9/20
UPPER EAST SIDE (59-79),"188 EAST 64TH STREET, 4002",2150000,1/9/20
UPPER EAST SIDE (59-79),"300 EAST 71ST ST, 8H",1097500,1/9/20
UPPER EAST SIDE (79-96),"252 EAST 89 ST, 5A",290000,1/9/20
UPPER EAST SIDE (79-96),"64 EAST 94TH STREET, 5A",575000,1/9/20
UPPER EAST SIDE (79-96),"200 EAST 95TH STREET, 3G",404700,1/9/20
UPPER WEST SIDE (59-79),"74 WEST 68TH STREET, 2D",646000,1/9/20
UPPER WEST SIDE (59-79),"350 W 71ST STREET, 4F",1807394,1/9/20
UPPER WEST SIDE (79-96),"57 WEST 93RD ST, 6E",640000,1/9/20
UPPER WEST SIDE (96-116),"235 WEST 102ND STREET, 3A",345000,1/9/20
WASHINGTON HEIGHTS LOWER,"800 RIVERSIDE DRIVE, 6D",600000,1/9/20
WASHINGTON HEIGHTS LOWER,"800 RIVERSIDE DRIVE, 6D",140000,1/9/20
WASHINGTON HEIGHTS LOWER,"159-34 RIVERSIDE DRIVE, 4C-90",587000,1/9/20
CHELSEA,"151 WEST 21 STREET, 3C",1250000,1/10/20
CLINTON,"464 WEST 44TH STREET, 4G",835000,1/10/20
CLINTON,"635 WEST 42ND ST, 42F",1550000,1/10/20
CLINTON,615 WEST 50TH STREET,90000000,1/10/20
CLINTON,601 WEST 50TH STREET,90000000,1/10/20
FINANCIAL,"20 PINE STREET, 501",1300000,1/10/20
GRAMERCY,"208 E 28 ST, 4G",299500,1/10/20
GREENWICH VILLAGE-CENTRAL,"30 FIFTH AVENUE, 4E",1967500,1/10/20
GREENWICH VILLAGE-CENTRAL,"15 WEST 11TH STREET, 3C",870000,1/10/20
GREENWICH VILLAGE-CENTRAL,"8 WEST 13TH STREET, 6RE",510000,1/10/20
GREENWICH VILLAGE-WEST,"165 CHRISTOPHER STREET, 1Z",825100,1/10/20
GREENWICH VILLAGE-WEST,"160 LEROY STREET, 14AN",12711588,1/10/20
HARLEM-CENTRAL,"10 LENOX AVENUE, 7A",962246,1/10/20
HARLEM-CENTRAL,"10 LENOX AVENUE, 7C",1950000,1/10/20
HARLEM-EAST,91 EAST 111TH STREET,2300000,1/10/20
LOWER EAST SIDE,"150 RIVINGTON STREET, 3E",1020000,1/10/20
MIDTOWN EAST,"301 EAST 48TH STREET, 8A",725000,1/10/20
MIDTOWN EAST,"16 SUTTON PLACE, 13A",1350000,1/10/20
MIDTOWN EAST,"320 EAST 54TH STREET, 1A",550000,1/10/20
MIDTOWN EAST,"959 1 AVENUE, SU9",60000,1/10/20
MIDTOWN WEST,"53 WEST 53RD STREET, 48B",8450000,1/10/20
MORNINGSIDE HEIGHTS,"70 LASALLE STREET, 4E",250000,1/10/20
MURRAY HILL,"111 EAST 36TH STREET, 5B",550000,1/10/20
MURRAY HILL,"145 LEXINGTON AVE, 1",2037500,1/10/20
MURRAY HILL,"591 3 AVENUE, 2A",1936675,1/10/20
MURRAY HILL,"250 EAST 40TH STREET, 31C",515000,1/10/20
SOHO,"138 GRAND STREET, 5WR",3900000,1/10/20
SOHO,"570 BROOME STREET, 22B",2875000,1/10/20
UPPER EAST SIDE (59-79),"160 EAST 65TH STREET, 27F",985000,1/10/20
UPPER EAST SIDE (59-79),"215 EAST 73RD STREET, 2C",1430000,1/10/20
UPPER EAST SIDE (79-96),"170 EAST 94TH STREET, 4D",440000,1/10/20
UPPER EAST SIDE (79-96),"333 EAST 80TH STREET, 1-F",675000,1/10/20
UPPER EAST SIDE (79-96),"345 EAST 86TH STREET, 18AB",1865000,1/10/20
UPPER EAST SIDE (79-96),"340 EAST 93 STREET, 21M",1077500,1/10/20
UPPER EAST SIDE (79-96),"215 EAST 80TH STREET, 5E",918000,1/10/20
UPPER EAST SIDE (79-96),"245 EAST 93RD STREET, 16H",3245000,1/10/20
UPPER EAST SIDE (79-96),"245 EAST 93RD STREET, 16J",3245000,1/10/20
UPPER EAST SIDE (79-96),"200 EAST 94TH STREET, 2909",1261404,1/10/20
UPPER WEST SIDE (59-79),"155 WEST 71ST STREET, 5J",311969,1/10/20
UPPER WEST SIDE (59-79),"105 WEST 78TH STREET, 3RD",945000,1/10/20
UPPER WEST SIDE (59-79),"2025 BROADWAY, 22K",695000,1/10/20
UPPER WEST SIDE (59-79),"205 WEST END AVENUE, 15L",870000,1/10/20
UPPER WEST SIDE (79-96),"35 WEST 92ND STREET, 12E",1,1/10/20
UPPER WEST SIDE (79-96),"65 WEST 95TH STREET, 9A",1375000,1/10/20
UPPER WEST SIDE (79-96),"302 WEST 86TH STREET, 8B",4030000,1/10/20
UPPER WEST SIDE (96-116),"250 WEST 103RD STREET, 1C/1F",1585000,1/10/20
CIVIC CENTER,"165 PARK ROW, 11E",670000,1/13/20
CLINTON,"516 WEST 47TH STREET, N3E",735000,1/13/20
CLINTON,"505 WEST 47TH STREET, 5B-N",1250000,1/13/20
FINANCIAL,"75 WALL STREET, 20M",1300000,1/13/20
FINANCIAL,"20 PINE STREET, 1210",1050000,1/13/20
FLATIRON,"43 EAST 25TH STREET, 9C",950000,1/13/20
GREENWICH VILLAGE-CENTRAL,"20 EAST 9TH STREET, 14H",1500000,1/13/20
GREENWICH VILLAGE-CENTRAL,"30 FIFTH AVENUE, 16G",1550000,1/13/20
GREENWICH VILLAGE-CENTRAL,"40 EAST 9TH STREET, 6K",1100000,1/13/20
GREENWICH VILLAGE-CENTRAL,"60 EAST 9TH STREET, 507",676000,1/13/20
HARLEM-CENTRAL,46 EAST 126TH STREET,906243,1/13/20
HARLEM-CENTRAL,"128 WEST 138TH STREET, 3B",310000,1/13/20
HARLEM-CENTRAL,"345 WEST 145TH STREET, 10A5",757500,1/13/20
HARLEM-CENTRAL,"10 LENOX AVENUE, 4D",927225,1/13/20
HARLEM-CENTRAL,"10 LENOX AVENUE, 5B",633098,1/13/20
HARLEM-CENTRAL,"70 WEST 139 STREET, 2E",533786,1/13/20
HARLEM-EAST,"123 EAST 102ND STREET, 5F",259000,1/13/20
HARLEM-EAST,"1325 5 AVENUE, 4B",862967,1/13/20
HARLEM-EAST,"232 EAST 118TH ST, 3A",650000,1/13/20
LOWER EAST SIDE,"250 SOUTH STREET, 68K",1527221,1/13/20
LOWER EAST SIDE,"30 ORCHARD STREET, 5E",900000,1/13/20
MIDTOWN EAST,"305 EAST 40TH STREET, 3L",625000,1/13/20
MIDTOWN EAST,"303 EAST 57TH STREET, 21G",525000,1/13/20
MIDTOWN EAST,"415 EAST 52ND STREET, 9EB",1350000,1/13/20
MIDTOWN EAST,"411 EAST 57TH STREET, 10F",430000,1/13/20
MIDTOWN EAST,"100 UNITED NATIONS PLAZA, 7D",735000,1/13/20
MIDTOWN WEST,"200 CENTRAL PARK SOUTH, 10P",967338,1/13/20
MIDTOWN WEST,"345 WEST 58TH STREET, 5-S",650000,1/13/20
MORNINGSIDE HEIGHTS,"80 LA SALLE STREET, 5D",480000,1/13/20
MURRAY HILL,"35 EAST 30TH STREET, 2A",1220000,1/13/20
MURRAY HILL,"244 MADISON AVENUE, 16F",437500,1/13/20
MURRAY HILL,"225 EAST 34TH STREET, 14D",1115000,1/13/20
UPPER EAST SIDE (59-79),"230 EAST 73RD STREET, 1G",660000,1/13/20
UPPER EAST SIDE (59-79),"210 EAST 73RD STREET, 7D",405000,1/13/20
UPPER EAST SIDE (59-79),"315 EAST 68TH STREET, 12F",1300000,1/13/20
UPPER EAST SIDE (59-79),"530 EAST 72ND STREET, 6A",715000,1/13/20
UPPER EAST SIDE (59-79),"121 EAST 60TH STREET, 10A",800000,1/13/20
UPPER EAST SIDE (79-96),"1088 PARK AVENUE, 2A",2560000,1/13/20
UPPER EAST SIDE (79-96),"120 EAST 81ST STREET, 2F",2200000,1/13/20
UPPER EAST SIDE (79-96),"1 GRACIE TERRACE, 3D",1450000,1/13/20
UPPER WEST SIDE (59-79),"202 WEST 78TH STREET, 5W",1450000,1/13/20
UPPER WEST SIDE (59-79),"29 WEST 64 STREET, 5F",455000,1/13/20
UPPER WEST SIDE (59-79),"235 WEST 75TH STREET, 620",1337999,1/13/20
UPPER WEST SIDE (79-96),"135 WEST 94TH STREET, 1",2300000,1/13/20
UPPER WEST SIDE (79-96),"710 WEST END AVENUE, 15B",1333907,1/13/20
ALPHABET CITY,624 EAST 9TH STREET,5200000,1/14/20
CHELSEA,"342 WEST 21ST STREET, 4D",763688,1/14/20
CHELSEA,"345 WEST 21ST STREET, 3C",485000,1/14/20
CHELSEA,"85 EIGHTH AVENUE, 4N",525000,1/14/20
CLINTON,"500 WEST 43RD STREET, 27C",860000,1/14/20
FINANCIAL,"99 JOHN STREET, 905",795000,1/14/20
FLATIRON,"254 PARK AVENUE SOUTH, 12P",1300000,1/14/20
FLATIRON,44-48 WEST 18TH STREET,550000,1/14/20
GRAMERCY,"205 EAST 22 ST, 3K",1500000,1/14/20
GRAMERCY,121-123 EAST 24TH STREET,1500000,1/14/20
GREENWICH VILLAGE-WEST,"69 PERRY STREET, 5",2650000,1/14/20
GREENWICH VILLAGE-WEST,110 LEROY STREET,75000000,1/14/20
HARLEM-CENTRAL,"10 LENOX AVENUE, 6D",1050000,1/14/20
HARLEM-EAST,211 EAST 120TH STREET,1100000,1/14/20
KIPS BAY,"333 EAST 30TH STREET, 10-G",590000,1/14/20
LOWER EAST SIDE,"141 ATTORNEY STREET, 1C",585000,1/14/20
MIDTOWN EAST,"321 EAST 54TH STREET, 7K",380000,1/14/20
MIDTOWN EAST,"225 EAST 57TH STREET, 4Q",439500,1/14/20
MIDTOWN WEST,"30 WEST 60 STREET, 15JKN",1495000,1/14/20
MIDTOWN WEST,"53 WEST 53RD STREET, 20F",2986473,1/14/20
MURRAY HILL,"218 EAST 29TH ST, 8",908000,1/14/20
