NEIGHBORHOOD,ADDRESS,Sale Price,SALE DATE
BAY RIDGE,8508 7 AVENUE,680000,10/1/19
BAY RIDGE,"9031 FORT HAMILTON PARKWAY, 1I",312500,10/1/19
BEDFORD STUYVESANT,452 MACON STREET,1400000,10/1/19
BEDFORD STUYVESANT,193 MAC DONOUGH STREET,750000,10/1/19
BEDFORD STUYVESANT,65 QUINCY STREET,1700000,10/1/19
BEDFORD STUYVESANT,715 DEKALB AVENUE,1850000,10/1/19
BERGEN BEACH,2134-2138 EAST 74TH STREET,989000,10/1/19
BOERUM HILL,"94 WYCKOFF STREET, 3R",650000,10/1/19
BROOKLYN HEIGHTS,"160 COLUMBIA HEIGHTS, 4F",1480000,10/1/19
BROWNSVILLE,66 RIVERDALE AVENUE,795000,10/1/19
BUSHWICK,1105 BUSHWICK AVENUE,690000,10/1/19
COBBLE HILL-WEST,"29 TIFFANY PLACE, 1-E",1285000,10/1/19
DYKER HEIGHTS,1055 70TH STREET,1100000,10/1/19
EAST NEW YORK,614 HENDRIX STREET,10,10/1/19
EAST NEW YORK,"12205 FLATLANDS AVENUE, 7 6A",178000,10/1/19
FLATBUSH-CENTRAL,1270 NOSTRAND AVENUE,725000,10/1/19
FLATBUSH-CENTRAL,536 EAST 29TH STREET,975000,10/1/19
FLATBUSH-CENTRAL,"385 EAST 18TH STREET, 6L",315000,10/1/19
FLATBUSH-EAST,1040 EAST 45TH STREET,1200000,10/1/19
FLATLANDS,"2020 EAST 41 STREET, 1F",60000,10/1/19
FORT GREENE,"75 GREENE AVENUE, 2D",888780,10/1/19
GERRITSEN BEACH,20 GAIN COURT,608000,10/1/19
GREENPOINT,"99-101 KINGSLAND AVE, 406",402392,10/1/19
GREENPOINT,"21 INDIA STREET, PHC",2019444,10/1/19
PARK SLOPE,"279 1ST STREET, 4C",845000,10/1/19
PARK SLOPE,"343 4TH AVENUE, 4D",1150000,10/1/19
PARK SLOPE SOUTH,415 18TH STREET,1530000,10/1/19
SUNSET PARK,623 46TH STREET,1240000,10/1/19
WILLIAMSBURG-SOUTH,"180 SOUTH 4TH STREET, 4S",1625000,10/1/19
BATH BEACH,"1051 SHORE PKWY, 2B",298000,10/2/19
BAY RIDGE,83 DAHLGREN PLACE,700000,10/2/19
BAY RIDGE,"6801 SHORE ROAD, 3R",525000,10/2/19
BEDFORD STUYVESANT,351 QUINCY STREET,1885000,10/2/19
BEDFORD STUYVESANT,389 JEFFERSON AVENUE,1420000,10/2/19
BEDFORD STUYVESANT,"210 PULASKI STREET, 3A",499000,10/2/19
BEDFORD STUYVESANT,"143 CLASSON AVENUE, 1D",850000,10/2/19
BEDFORD STUYVESANT,"222 SKILLMAN STREET, 2E",750000,10/2/19
BEDFORD STUYVESANT,"226 HART ST, 3B",580000,10/2/19
BEDFORD STUYVESANT,"454 NOSTRAND AVENUE, 2",719000,10/2/19
BEDFORD STUYVESANT,"143 CLASSON AVENUE, S25",850000,10/2/19
BOROUGH PARK,828 41 STREET,1230000,10/2/19
BOROUGH PARK,1121 49TH STREET,1115000,10/2/19
BRIGHTON BEACH,"35 SEACOAST TERRACE, 4B",640000,10/2/19
BROOKLYN HEIGHTS,"278 HENRY STREET, 2",4500000,10/2/19
BROOKLYN HEIGHTS,"40 CLINTON STREET, 6H",570000,10/2/19
CANARSIE,1741 EAST 93RD STREET,10,10/2/19
CANARSIE,1631 EAST 95 STREET,1000,10/2/19
CONEY ISLAND,"501 SURF AVENUE, 21F",775000,10/2/19
CONEY ISLAND,"501 SURF AVENUE, 151",775000,10/2/19
CROWN HEIGHTS,"823 CLASSON, 3D",606000,10/2/19
EAST NEW YORK,563 MILLER AVENUE,878800,10/2/19
FLATBUSH-EAST,3819 AVENUE D,575000,10/2/19
FLATBUSH-EAST,"2525 NOSTRAND AVE, 7K",247000,10/2/19
FLATBUSH-NORTH,104 EAST 53RD STREET,1060000,10/2/19
FLATBUSH-NORTH,134 EAST 37TH STREET,602500,10/2/19
GRAVESEND,"1642 WEST 9TH STREET, 3A",588000,10/2/19
GRAVESEND,"1642 WEST 9TH STREET, P10",588000,10/2/19
GREENPOINT,"534 GRAHAM AVENUE, 3",320000,10/2/19
GREENPOINT,"280 NASSAU AVENUE, 1B",1225000,10/2/19
GREENPOINT,231 NORMAN AVENUE,699000,10/2/19
GREENPOINT,231 NORMAN AVENUE,699000,10/2/19
KENSINGTON,90 TEHAMA STREET,1325000,10/2/19
MADISON,"1728 EAST 19TH STREET, 4A",595000,10/2/19
MADISON,"1728 EAST 19TH STREET, P2",595000,10/2/19
MARINE PARK,"2256 HENDRICKSON STREET, P2",470000,10/2/19
OCEAN PARKWAY-NORTH,1533 MCDONALD AVENUE,1188000,10/2/19
OCEAN PARKWAY-NORTH,"264 WEBSTER AVENUE, 201",595676,10/2/19
OCEAN PARKWAY-SOUTH,"2400 EAST 3RD STREET, 512",275000,10/2/19
PARK SLOPE,561 9 STREET,2700000,10/2/19
PARK SLOPE,"560 CARROLL STREET, 7A",830000,10/2/19
PARK SLOPE SOUTH,233 12TH STREET,2303000,10/2/19
PROSPECT HEIGHTS,"436 STERLING PLACE, 11",970000,10/2/19
PROSPECT HEIGHTS,"873 PACIFIC STREET, 2A",1515000,10/2/19
SHEEPSHEAD BAY,"1109 BANNER AVENUE, 2A",479381,10/2/19
SHEEPSHEAD BAY,"1213 AVE Z, A25",385000,10/2/19
WILLIAMSBURG-EAST,161 MASPETH AVENUE,985000,10/2/19
WILLIAMSBURG-EAST,25 BUSHWICK AVE,2135000,10/2/19
BATH BEACH,210 BAY 7TH STREET,1710000,10/3/19
BATH BEACH,8861 15TH AVENUE,1680000,10/3/19
BATH BEACH,206 BAY 7TH STREET,1710000,10/3/19
BAY RIDGE,359 88TH STREET,550000,10/3/19
BAY RIDGE,317 90TH STREET,630000,10/3/19
BAY RIDGE,361 88TH STREET,950000,10/3/19
BAY RIDGE,"138 71ST STREET, B3",205000,10/3/19
BAY RIDGE,"138 71ST STREET, B11",340000,10/3/19
BAY RIDGE,"131 74 STREET, 2L",243000,10/3/19
BAY RIDGE,"7501 RIDGE BOULEVARD, 6K",80000,10/3/19
BAY RIDGE,"61 OLIVER STREET, 5F",350000,10/3/19
BAY RIDGE,"9511 SHORE ROAD, 114",899000,10/3/19
BEDFORD STUYVESANT,208 VAN BUREN STREET,2300000,10/3/19
BEDFORD STUYVESANT,554 WILLOUGHBY AVENUE,1100000,10/3/19
BEDFORD STUYVESANT,299 QUINCY STREET,1192500,10/3/19
BEDFORD STUYVESANT,492 LEXINGTON AVENUE,980000,10/3/19
BEDFORD STUYVESANT,N/A MONROE STREET,400000,10/3/19
BEDFORD STUYVESANT,"895 MYRTLE AVENUE, 3B",450000,10/3/19
BEDFORD STUYVESANT,"1142 BEDFORD AVENUE, P11",42000,10/3/19
BERGEN BEACH,7304 AVENUE N,850000,10/3/19
BOROUGH PARK,"949 60TH STREET, 4E",456300,10/3/19
BOROUGH PARK,"5221 16TH AVENUE, 2B",1200000,10/3/19
BOROUGH PARK,15 PARKVILLE AVENUE,7300000,10/3/19
BOROUGH PARK,N/A MC DONALD AVENUE,7300000,10/3/19
BOROUGH PARK,"949 60TH STREET, PS4",456300,10/3/19
BOROUGH PARK,"949 60TH STREET, PS14H",456300,10/3/19
BRIGHTON BEACH,25 BRIGHTON 11 STREET,999900,10/3/19
BROOKLYN HEIGHTS,31 MONROE PLACE,6000000,10/3/19
BROOKLYN HEIGHTS,"90 & 130 FURMAN STREET, N-216",1,10/3/19
BROWNSVILLE,45 CHESTER STREET,670000,10/3/19
BUSHWICK,"1255 BUSHWICK AVENUE, 7C",750000,10/3/19
BUSHWICK,"1255 BUSHWICK AVENUE, P5",750000,10/3/19
BUSHWICK,"1255 BUSHWICK AVENUE, P6",750000,10/3/19
CANARSIE,1200 EAST 94TH STREET,485000,10/3/19
CANARSIE,589 EAST 81 ST,530000,10/3/19
CANARSIE,554 EAST 87TH,780000,10/3/19
CANARSIE,8212 AVENUE K,780000,10/3/19
CANARSIE,15 ROSE STREET,420000,10/3/19
CANARSIE,1804 ROCKAWAY PARKWAY,554000,10/3/19
CARROLL GARDENS,"501 CLINTON STREET, 1",1312500,10/3/19
COBBLE HILL-WEST,"140 DEGRAW STREET, 1A",806000,10/3/19
CROWN HEIGHTS,208 ALBANY AVENUE,1000,10/3/19
CROWN HEIGHTS,1543 BERGEN STREET,850000,10/3/19
CYPRESS HILLS,178 HIGHLAND BOULEVARD,669836,10/3/19
EAST NEW YORK,847 GLENMORE AVENUE,575000,10/3/19
EAST NEW YORK,478 BRADFORD STREET,17500,10/3/19
EAST NEW YORK,421 VAN SICLEN AVENUE,480000,10/3/19
EAST NEW YORK,720 ELTON STREET,475000,10/3/19
EAST NEW YORK,730 SCHENCK AVE,10,10/3/19
EAST NEW YORK,718 ESSEX STREET,765000,10/3/19
FLATBUSH-CENTRAL,1308 CATON AVENUE,10,10/3/19
FLATBUSH-CENTRAL,1415 DORCHESTER ROAD,600000,10/3/19
FLATBUSH-CENTRAL,"15 EAST 19TH STREET, BC",825000,10/3/19
FLATBUSH-EAST,957 EAST 49TH STREET,390000,10/3/19
FLATBUSH-EAST,828 EAST 46TH STREET,610000,10/3/19
FLATBUSH-EAST,3824 AVENUE J,720000,10/3/19
FLATBUSH-EAST,582 EAST 53RD STREET,680000,10/3/19
FLATBUSH-EAST,19 EAST 31ST STREET,1290000,10/3/19
FLATBUSH-NORTH,96 EAST 91ST STREET,600000,10/3/19
FLATBUSH-NORTH,69 EAST 54TH STREET,650000,10/3/19
FLATLANDS,"1275 EAST 51ST STREET, 5Y",215000,10/3/19
FLATLANDS,"1165 EAST 54TH STREET, 3S",320000,10/3/19
FORT GREENE,"75 GREENE AVENUE, 3B",1866300,10/3/19
FORT GREENE,"75 GREENE AVENUE, STORA",1866300,10/3/19
GERRITSEN BEACH,106 ASTER COURT,50000,10/3/19
GRAVESEND,"1935 SHORE PARKWAY, 6B",293000,10/3/19
GRAVESEND,"8629 BAY PARKWAY, 3A",670000,10/3/19
GRAVESEND,"8629 BAY PARKWAY, PS2",670000,10/3/19
GREENPOINT,"21 INDIA STREET, 33C",1887072,10/3/19
GREENPOINT,"21 INDIA STREET, 38B",1887072,10/3/19
GREENPOINT,"280 NASSAU AVENUE, 1A",592500,10/3/19
MADISON,2123 AVENUE S,1350000,10/3/19
MADISON,2046 EAST 26TH STREET,1200000,10/3/19
MADISON,"3203 NOSTRAND AVENUE, 2D",190000,10/3/19
MANHATTAN BEACH,115 GIRARD,1935000,10/3/19
MIDWOOD,929 EAST 29TH STREET,790000,10/3/19
OCEAN PARKWAY-NORTH,398 EAST 5TH STREET,1699000,10/3/19
OCEAN PARKWAY-NORTH,"515 AVE. I, 5E",475000,10/3/19
OLD MILL BASIN,1467 EAST 58TH STREET,580000,10/3/19
PARK SLOPE,538 9TH STREET,3600000,10/3/19
PARK SLOPE,"51 7TH AVENUE, APT 3",995000,10/3/19
PARK SLOPE,"195 PROSPECT PARK WEST, 4D",489000,10/3/19
PARK SLOPE SOUTH,475 18TH STREET,1950000,10/3/19
PROSPECT HEIGHTS,"400 LINCOLN PLACE, 2E",495000,10/3/19
PROSPECT HEIGHTS,"856 WASHINGTON AVENUE, 11B",1630000,10/3/19
SHEEPSHEAD BAY,2226 EAST 28TH STREET,692000,10/3/19
SHEEPSHEAD BAY,"3021 AVENUE Z, 2D",310000,10/3/19
SHEEPSHEAD BAY,"3903 NOSTRAND AVENUE, 5R",412000,10/3/19
SHEEPSHEAD BAY,2546 EAST 17TH STREET,2650000,10/3/19
SHEEPSHEAD BAY,2565 EAST 17 STREET,2650000,10/3/19
WILLIAMSBURG-NORTH,"22 NORTH 6TH STREET, 23L",1090000,10/3/19
WILLIAMSBURG-NORTH,"90 NORTH 5TH STREET, 2D",987500,10/3/19
WINDSOR TERRACE,"11 TERRACE PLACE, 3F",899000,10/3/19
WINDSOR TERRACE,"11 TERRACE PLACE, P9",899000,10/3/19
WINDSOR TERRACE,"11 TERRACE PLACE, S17",899000,10/3/19
BATH BEACH,8768 20TH AVENUE,2200000,10/4/19
BAY RIDGE,633 BAY RIDGE PARKWAY,1225000,10/4/19
BAY RIDGE,"325 MARINE AVENUE, C12",395000,10/4/19
BEDFORD STUYVESANT,716 LAFAYETTE AVENUE,998897,10/4/19
BEDFORD STUYVESANT,"689 MYRTLE AVENUE, 2I",1010000,10/4/19
BEDFORD STUYVESANT,"201 SPENCER STREET, 5A",775000,10/4/19
BENSONHURST,2252 78TH STREET,995000,10/4/19
BERGEN BEACH,1343 EAST 66TH STREET,785000,10/4/19
BOROUGH PARK,"1865 52ND STREET, C-1I",612000,10/4/19
BOROUGH PARK,"1545 47TH STREET, 1B",1504500,10/4/19
BOROUGH PARK,"1522 48TH STREET, 3",885878,10/4/19
BRIGHTON BEACH,32 BRIGHTON 4 WALK,1166000,10/4/19
BRIGHTON BEACH,"40 BRIGHTON 1ST ROAD, 9N",365000,10/4/19
BRIGHTON BEACH,2931 BRIGHTON 4 STREET,1166000,10/4/19
BUSHWICK,"301 COVERT STREET, 2D",490000,10/4/19
CANARSIE,10547 FLATLANDS 10TH STREET,690000,10/4/19
CANARSIE,9023 FLATLANDS AVENUE,830000,10/4/19
CANARSIE,733 EAST 102ND STREET,800000,10/4/19
CANARSIE,1431 EAST 100 STREET,617000,10/4/19
CARROLL GARDENS,"49 3RD STREET, B1",1082000,10/4/19
CLINTON HILL,35 CAMBRIDGE PLACE,2500000,10/4/19
CLINTON HILL,"185 HALL STREET, 1711",475000,10/4/19
CLINTON HILL,"364 LAFAYETTE AVENUE, 2B",585000,10/4/19
CONEY ISLAND,"440 NEPTUNE AVENUE, 18C",499000,10/4/19
CROWN HEIGHTS,1325 PARK PLACE,1040000,10/4/19
CROWN HEIGHTS,"1894 PACIFIC ST, 2B",425000,10/4/19
DOWNTOWN-METROTECH,"225 ADAMS STREET, 6A",310000,10/4/19
DYKER HEIGHTS,7212 10TH AVENUE,838000,10/4/19
EAST NEW YORK,603 PENNSYLVANIA AVENUE,629000,10/4/19
EAST NEW YORK,770 HENDRIX STREET,890000,10/4/19
FLATBUSH-CENTRAL,514 EAST 16TH STREET,1380000,10/4/19
FLATBUSH-CENTRAL,137 MARTENSE STREET,1465000,10/4/19
FLATBUSH-EAST,3215 BEVERLY ROAD,650000,10/4/19
FLATBUSH-NORTH,751 LENOX ROAD,580000,10/4/19
FLATBUSH-NORTH,561 RUTLAND RD,840000,10/4/19
FLATLANDS,4415 AVENUE L,660000,10/4/19
FLATLANDS,"1199 E 53RD STREET, 2P",190000,10/4/19
FORT GREENE,50 SOUTH PORTLAND AVENUE,4485000,10/4/19
FORT GREENE,"75 GREENE AVENUE, 4D",909145,10/4/19
GRAVESEND,21 BAY 35TH STREET,1485000,10/4/19
MADISON,"2128 OCEAN AVENUE, 6H",915407,10/4/19
MADISON,"2128 OCEAN AVENUE, P32",915407,10/4/19
MARINE PARK,3606 AVENUE R,670000,10/4/19
MARINE PARK,"2271 KNAPP STREET, 3A",150000,10/4/19
MIDWOOD,2045 OCEAN AVENUE,2300000,10/4/19
MILL BASIN,2767 STRICKLAND AVENUE,990000,10/4/19
OCEAN HILL,93 SARATOGA AVENUE,1475000,10/4/19
OCEAN HILL,58 ROCKAWAY AVENUE,999500,10/4/19
OCEAN PARKWAY-NORTH,"515 AVENUE I, 5E",375000,10/4/19
OCEAN PARKWAY-NORTH,"264 WEBSTER AVENUE, PH803",605859,10/4/19
OCEAN PARKWAY-SOUTH,"2553 EAST 7TH STREET, 6B",440000,10/4/19
OCEAN PARKWAY-SOUTH,"2553 E 7TH STREET, 4B",410000,10/4/19
PARK SLOPE,619 11TH STREET,2475000,10/4/19
PARK SLOPE,"130 EIGHTH AVENUE, 2J",300000,10/4/19
PARK SLOPE SOUTH,471 10TH STREET,2500000,10/4/19
PARK SLOPE SOUTH,"195 15TH STREET, B-2",990000,10/4/19
PROSPECT HEIGHTS,"400 LINCOLN PLACE, 1H",320000,10/4/19
PROSPECT HEIGHTS,"61 EASTERN PARKWAY, 3B",590000,10/4/19
SHEEPSHEAD BAY,2160 HOMECREST AVENUE,765000,10/4/19
SHEEPSHEAD BAY,3977 NOSTRAND AVENUE,770000,10/4/19
SUNSET PARK,"4907 4TH AVENUE, 7C",476580,10/4/19
WILLIAMSBURG-EAST,"21 POWERS STREET, 3B",1503596,10/4/19
WILLIAMSBURG-EAST,"21 POWERS STREET, P5",1503596,10/4/19
WILLIAMSBURG-EAST,"21 POWERS STREET, P6",1503596,10/4/19
WILLIAMSBURG-NORTH,"90 NORTH 5TH STREET, 4D",1085000,10/4/19
BAY RIDGE,7115 8TH AVENUE,1100000,10/7/19
BAY RIDGE,"8701 SHORE ROAD, 642",485000,10/7/19
BEDFORD STUYVESANT,119A MARCUS GARVEY BLVD,1000,10/7/19
BEDFORD STUYVESANT,652 MACON STREET,1023251,10/7/19
BEDFORD STUYVESANT,877 HERKIMER STREET,840000,10/7/19
BEDFORD STUYVESANT,461 TOMPKINS AVENUE,994917,10/7/19
BEDFORD STUYVESANT,541A MACON STREET,825000,10/7/19
BEDFORD STUYVESANT,15 PULASKI STREET,1180000,10/7/19
BEDFORD STUYVESANT,"1240 BEDFORD AVENUE, 3E",355000,10/7/19
BENSONHURST,1660 72ND STREET,700000,10/7/19
BOROUGH PARK,"1575 49TH STREET, 2",800000,10/7/19
BOROUGH PARK,"1451 54TH STREET, 3",1056000,10/7/19
BROOKLYN HEIGHTS,"151 JORALEMON STREET, 21",585000,10/7/19
BROOKLYN HEIGHTS,"111 HICKS STREET, 11D",680000,10/7/19
BROOKLYN HEIGHTS,"160 HENRY STREET, 3D",925000,10/7/19
BUSHWICK,48 BLEECKER ST,999000,10/7/19
BUSHWICK,1118 DECATUR STREET,773000,10/7/19
CANARSIE,10009 SEAVIEW AVENUE,670000,10/7/19
CANARSIE,"1353 EAST 92ND STREET, 401F",449673,10/7/19
CARROLL GARDENS,337 UNION STREET,10,10/7/19
CARROLL GARDENS,"96 LUQUER STREET, 3-4L",925000,10/7/19
CLINTON HILL,"195 WILLOUGHBY AVENUE, 203",595000,10/7/19
CLINTON HILL,"361 CLINTON AVENUE, 6H",680000,10/7/19
COBBLE HILL,"439 HICKS STREET, 1D",505000,10/7/19
CONEY ISLAND,"2932 WEST 5TH STREET, 21D",325000,10/7/19
CONEY ISLAND,"2944 WEST 5 STREET, 20P",550000,10/7/19
CONEY ISLAND,"448 NEPTUNE AVENUE, 19-O",330000,10/7/19
CONEY ISLAND,1622 HART PLACE,6550000,10/7/19
CONEY ISLAND,3065 CROPSEY AVENUE,6550000,10/7/19
CONEY ISLAND,3063 CROPSEY AVENUE,6550000,10/7/19
DOWNTOWN-FULTON MALL,"189 SCHERMERHORN STREET, 16F",752000,10/7/19
DYKER HEIGHTS,7613 FT HAMILTON PARKWAY,980000,10/7/19
EAST NEW YORK,442 SHEFFIELD AVENUE,420000,10/7/19
EAST NEW YORK,462 HEGEMAN AVENUE,380000,10/7/19
EAST NEW YORK,393 WARWICK STREET,458328,10/7/19
EAST NEW YORK,1451 LORING AVENUE,410000,10/7/19
EAST NEW YORK,310 MILFORD STREET,800000,10/7/19
FLATBUSH-CENTRAL,1712 DITMAS AVE,1875000,10/7/19
FLATBUSH-CENTRAL,547 EAST 28TH STREET,685000,10/7/19
FLATLANDS,1447 EAST 49TH STREET,650000,10/7/19
FORT GREENE,62 FT GREENE PLACE,3150000,10/7/19
FORT GREENE,"75 GREENE AVENUE, 2C",1472850,10/7/19
GREENPOINT,"21 INDIA STREET, 38E",2029221,10/7/19
GREENPOINT,"280 NASSAU AVENUE, PH",990000,10/7/19
KENSINGTON,"135 OCEAN PARKWAY, 2T",510000,10/7/19
MADISON,2100 EAST 21ST STREET,1235000,10/7/19
MADISON,"1765 EAST 19TH STREET, 2B",610000,10/7/19
MADISON,"1765 EAST 19TH STREET, P-4",610000,10/7/19
OCEAN HILL,75 TRUXTON STREET,936790,10/7/19
OCEAN HILL,1408 PITKIN AVENUE,30000,10/7/19
OCEAN PARKWAY-NORTH,1403 EAST 5 ST,1190000,10/7/19
OCEAN PARKWAY-NORTH,1559 EAST 5TH STREET,1800000,10/7/19
OCEAN PARKWAY-NORTH,110 AVENUE C,3350000,10/7/19
OCEAN PARKWAY-NORTH,1712 EAST 4TH STREET,10,10/7/19
OCEAN PARKWAY-NORTH,"540 OCEAN PARKWAY, 3D",475000,10/7/19
OCEAN PARKWAY-NORTH,496 AVENUE P,850000,10/7/19
OCEAN PARKWAY-SOUTH,934 KINGS HIGHWAY,2500000,10/7/19
OLD MILL BASIN,1328 EAST 56 STREET,520000,10/7/19
OLD MILL BASIN,1354 EAST 64TH STREET,1190000,10/7/19
PARK SLOPE,416 2ND STREET,10,10/7/19
PROSPECT HEIGHTS,"351 PROSPECT PLACE, 1B",1216809,10/7/19
PROSPECT HEIGHTS,"351 PROSPECT PLACE, 2A",830000,10/7/19
PROSPECT HEIGHTS,"351 PROSPECT PLACE, 3A",825053,10/7/19
SHEEPSHEAD BAY,"3025 OCEAN AVENUE, 1D",451000,10/7/19
SHEEPSHEAD BAY,"3025 OCEAN AVENUE, 1A",260000,10/7/19
SUNSET PARK,"712 45TH STREET, 3B",649000,10/7/19
WILLIAMSBURG-EAST,"21 POWERS STREET, 2B",1335000,10/7/19
WILLIAMSBURG-SOUTH,"53 SOUTH 8TH STREET, 1A",775000,10/7/19
WILLIAMSBURG-SOUTH,"330 WYTHE AVENUE, 8H",995000,10/7/19
BATH BEACH,8796 19TH AVENUE,1400000,10/8/19
BAY RIDGE,431 99TH STREET,899000,10/8/19
BAY RIDGE,551 74TH STREET,1275000,10/8/19
BAY RIDGE,"6801 SHORE ROAD, 6K",350000,10/8/19
BEDFORD STUYVESANT,872 LAFAYETTE AVE,997500,10/8/19
BERGEN BEACH,"1537 ROYCE ST, 1B",505000,10/8/19
BRIGHTON BEACH,"3039 OCEAN PARKWAY, C2",224000,10/8/19
BRIGHTON BEACH,225 BRIGHTON BEACH AVENUE,1500000,10/8/19
BROOKLYN HEIGHTS,"70 REMSEN STREET, 5J",350000,10/8/19
BROOKLYN HEIGHTS,"55 POPLAR STREET, 6A",1695000,10/8/19
BROOKLYN HEIGHTS,"55 POPLAR STREET, PS-2",1695000,10/8/19
BUSHWICK,42 GROVE ST,1065000,10/8/19
BUSHWICK,704 CHAUNCEY STREET,835000,10/8/19
CANARSIE,987 EAST 94TH STREET,500000,10/8/19
CANARSIE,9515 FLATLANDS AVENUE,510000,10/8/19
CANARSIE,976 EAST 96TH STREET,10,10/8/19
CARROLL GARDENS,"529 COURT STREET, 103",1267500,10/8/19
CLINTON HILL,"185 HALL STREET, 1106",760000,10/8/19
CLINTON HILL,"195 WILLOUGHBY AVENUE, 1412",945000,10/8/19
CROWN HEIGHTS,"457 PROSPECT PLACE, 2B",1130000,10/8/19
CYPRESS HILLS,188 JAMAICA AVENUE,600000,10/8/19
EAST NEW YORK,499 CHESTNUT STREET,525000,10/8/19
FLATBUSH-CENTRAL,"415 ARGYLE ROAD, 7M",703000,10/8/19
FLATBUSH-CENTRAL,"15 EAST 19TH STREET, BD",855000,10/8/19
FLATBUSH-EAST,430 EAST 55TH,551000,10/8/19
FLATBUSH-EAST,4523 FOSTER AVENUE,665000,10/8/19
FLATBUSH-EAST,552 EAST 52ND STREET,760000,10/8/19
FLATBUSH-NORTH,49 EAST 43RD STREET,650000,10/8/19
FLATBUSH-NORTH,610 MAPLE STREET,1932164,10/8/19
FORT GREENE,"75 GREENE AVENUE, 4C",1784840,10/8/19
FORT GREENE,"75 GREENE AVENUE, STORA",1784840,10/8/19
GERRITSEN BEACH,120 JUST COURT,270000,10/8/19
GRAVESEND,"355 KINGS HIGHWAY, 2D",600000,10/8/19
GRAVESEND,"355 KINGS HIGHWAY, PS13",600000,10/8/19
GREENPOINT,161A DIAMOND STREET,2400000,10/8/19
KENSINGTON,"135 OCEAN PARKWAY, 2R",512000,10/8/19
MILL BASIN,2278 EAST 65,1500000,10/8/19
SHEEPSHEAD BAY,"2909 OCEAN AVENUE, 3H",195000,10/8/19
SUNSET PARK,153 19TH STREET,1100000,10/8/19
WILLIAMSBURG-EAST,"139 SKILLMAN AVENUE, 6D",580000,10/8/19
BENSONHURST,6614 CAMERON COURT,815000,10/9/19
COBBLE HILL,"439 HICKS STREET, 3B",450000,10/9/19
CYPRESS HILLS,315 ETNA STREET,610000,10/9/19
FLATBUSH-EAST,516 EAST 46TH STREET,575000,10/9/19
GRAVESEND,2017 WEST 8TH STREET,1150000,10/9/19
RED HOOK,68 VAN DYKE,3000000,10/9/19
RED HOOK,211 RICHARDS,3000000,10/9/19
SHEEPSHEAD BAY,2103 BATCHELDER STREET,780000,10/9/19
BATH BEACH,231 BAY 7TH STREET,990000,10/10/19
BAY RIDGE,"145 95TH STREET, A4",338000,10/10/19
BEDFORD STUYVESANT,707 LAFAYETTE AVE,450000,10/10/19
BEDFORD STUYVESANT,258 STUYVESANT AVENUE,2375000,10/10/19
BEDFORD STUYVESANT,369 GATES AVE,1350000,10/10/19
BENSONHURST,1722 70TH STREET,870000,10/10/19
BENSONHURST,"1839 79TH STREET, 1B",765000,10/10/19
BERGEN BEACH,"1451 ROYCE STREET, 1F",490000,10/10/19
BOROUGH PARK,1933 54TH STREET,970000,10/10/19
BRIGHTON BEACH,"2912 BRIGHTON 12TH STREET, 5C",260000,10/10/19
BRIGHTON BEACH,"14 CASS PLACE, 4C",300000,10/10/19
BRIGHTON BEACH,"14 CASS PLACE, 4B",200000,10/10/19
BROOKLYN HEIGHTS,"175 COLUMBIA HEIGHTS, 5R",460000,10/10/19
BROOKLYN HEIGHTS,"75 HENRY STREET, 21A",790000,10/10/19
BUSHWICK,958 BUSHWICK AVENUE,1550000,10/10/19
BUSHWICK,1499 BROADWAY,1600000,10/10/19
CANARSIE,1334 EAST 98TH ST,42000,10/10/19
CANARSIE,9021 AVENUE N,370000,10/10/19
CANARSIE,1385 EAST 93RD STREET,570000,10/10/19
CANARSIE,1142 EAST 101 STREET,663000,10/10/19
CLINTON HILL,"44 LEXINGTON AVENUE, 3D",1850000,10/10/19
CLINTON HILL,"153 CLINTON AVENUE, 3C",650000,10/10/19
COBBLE HILL,"140 WARREN ST, 3B",840000,10/10/19
CROWN HEIGHTS,"425 PROSPECT PLACE, 1G",745000,10/10/19
DOWNTOWN-METROTECH,"195 ADAMS STREET, 3E",530000,10/10/19
DYKER HEIGHTS,1143 80TH STREET,960000,10/10/19
DYKER HEIGHTS,7708 10TH AVENUE,850000,10/10/19
EAST NEW YORK,388 WARWICK STREET,899000,10/10/19
EAST NEW YORK,600 ASHFORD ST,550000,10/10/19
FLATBUSH-CENTRAL,"78 ERASMUS STREET, 1A",640000,10/10/19
FLATBUSH-CENTRAL,"1155 OCEAN AVENUE, 3J",820000,10/10/19
FLATBUSH-EAST,492 EAST 42ND STREET,582500,10/10/19
FLATBUSH-EAST,1993 NEW YORK AVENUE,852500,10/10/19
FLATBUSH-EAST,N/A EAST 49TH STREET,19300,10/10/19
FORT GREENE,217 DEKALB AVENUE,2598750,10/10/19
GERRITSEN BEACH,79 DICTUM COURT,352000,10/10/19
GRAVESEND,"390 KINGS HIGHWAY, PH 4",730000,10/10/19
GREENPOINT,115 KENT STREET,2500000,10/10/19
GREENPOINT,"21 INDIA STREET, 33A",2732219,10/10/19
GREENPOINT,"21 BROOME STREET, 2D",750000,10/10/19
MARINE PARK,3025 QUENTIN ROAD,749000,10/10/19
MARINE PARK,1825 EAST 36TH STREET,688000,10/10/19
MARINE PARK,1513 MARINE PARKWAY,804000,10/10/19
MIDWOOD,1451 EAST 17TH STREET,1220000,10/10/19
MIDWOOD,2307 AVE O,760000,10/10/19
