Town,Address,Sale Price,Sale Date
MELROSE/CONCOURSE,294 EAST 151 STREET,650000,10/29/19
MORRIS PARK/VAN NEST,1713 WILLIAMSBRIDGE ROAD,825000,10/29/19
MOTT HAVEN/PORT MORRIS,425 EAST 141ST STREET,809000,10/29/19
PARKCHESTER,"2033 MCGRAW AVE, TC",170000,10/29/19
PELHAM PARKWAY NORTH,2322 FENTON AVENUE,400000,10/29/19
PELHAM PARKWAY NORTH,2536 YATES AVENUE,635000,10/29/19
PELHAM PARKWAY NORTH,1080 ALLERTON AVE,665000,10/29/19
RIVERDALE,"2390 PALISADE AVE, 4B",10,10/29/19
RIVERDALE,"525 WEST 235 STREET, 2A",215000,10/29/19
RIVERDALE,"6485 BROADWAY, 3F",175000,10/29/19
RIVERDALE,"3777 INDEPENDENCE AVENUE, 6HP84",780000,10/29/19
RIVERDALE,"5620 NETHERLAND AVENUE, 2B",162000,10/29/19
SOUNDVIEW,1256 COMMONWEALTH AVE,10,10/29/19
THROGS NECK,847 HOLLYWOOD AVENUE,570000,10/29/19
THROGS NECK,"30 CHAFFEE AVE, 30",418600,10/29/19
WAKEFIELD,4243 GUNTHER AVENUE,465000,10/29/19
WILLIAMSBRIDGE,859 EAST 229TH STREET,615000,10/29/19
WILLIAMSBRIDGE,1051 EAST 226 STREET,870000,10/29/19
WOODLAWN,"4380 VIREO, 3R",140000,10/29/19
BAYCHESTER,3321 EDSON AVENUE,650000,10/30/19
BAYCHESTER,3309 SEYMOUR AVENUE,580000,10/30/19
BEDFORD PARK/NORWOOD,"340 EAST MOSHOLU PARKWAY SOUTH, 2H",360000,10/30/19
BELMONT,632 E 186TH ST,3800000,10/30/19
BRONXDALE,2940 HONE AVENUE,649000,10/30/19
CASTLE HILL/UNIONPORT,2124 BRUCKNER BLVD,615000,10/30/19
CASTLE HILL/UNIONPORT,906 CASTLE HILL AVENUE,530000,10/30/19
COUNTRY CLUB,1540 MACDONOUGH,925000,10/30/19
HIGHBRIDGE/MORRIS HEIGHTS,"941 JEROME AVENUE, 12D",125000,10/30/19
KINGSBRIDGE/JEROME PARK,"3363 SEDGWICK AVENUE, 4K",100000,10/30/19
KINGSBRIDGE/JEROME PARK,"3119 BAILEY AVENUE, 1A",227500,10/30/19
MORRIS PARK/VAN NEST,1839 WALLACE AVENUE,475000,10/30/19
MORRISANIA/LONGWOOD,861 SOUTHERN BOULEVARD,505000,10/30/19
MORRISANIA/LONGWOOD,1357 INTERVALE,412000,10/30/19
MORRISANIA/LONGWOOD,672 JEFFERSON,650000,10/30/19
MORRISANIA/LONGWOOD,"763 JENNINGS STREET, 3C",6986,10/30/19
MOTT HAVEN/PORT MORRIS,510 EAST 139 STREET,8242381,10/30/19
MOTT HAVEN/PORT MORRIS,518 EAST 139 STREET,8242381,10/30/19
MOTT HAVEN/PORT MORRIS,225 ST ANNS AVENUE,8242381,10/30/19
MOTT HAVEN/PORT MORRIS,605 EAST 138 STREET,8242381,10/30/19
MOTT HAVEN/PORT MORRIS,278 ST ANNS AVENUE,8242381,10/30/19
MOTT HAVEN/PORT MORRIS,282 ST ANNS AVENUE,8242381,10/30/19
MOTT HAVEN/PORT MORRIS,227 ST ANNS AVENUE,8242381,10/30/19
PARKCHESTER,"1504 METROPOLITAN AVENUE, 1F",113898,10/30/19
PARKCHESTER,"1 METROPOLITAN OVAL, 3A",255000,10/30/19
PARKCHESTER,"1595 METROPOLITAN AVE, 1E",200000,10/30/19
RIVERDALE,5730 POST ROAD,805000,10/30/19
RIVERDALE,"3210 ARLINGTON AVENUE, 1G",193000,10/30/19
RIVERDALE,"80 KNOLLS CRESCENT, 7E",171600,10/30/19
THROGS NECK,735 LOGAN AVENUE,525000,10/30/19
THROGS NECK,2912 GERBER PLACE,425000,10/30/19
THROGS NECK,"24E EDGEWATER PARK, 24E",260000,10/30/19
THROGS NECK,748 SWINTON AVENUE,515000,10/30/19
THROGS NECK,317 REVERE AVENUE,520000,10/30/19
THROGS NECK,289 HUNTINGTON AVENUE,446160,10/30/19
THROGS NECK,N/A SWINTON AVENUE,515000,10/30/19
WILLIAMSBRIDGE,761 EAST 230 STREET,470000,10/30/19
BAYCHESTER,3450 BOLLER AVENUE,895000,10/31/19
BAYCHESTER,3359 SEYMOUR AVENUE,640000,10/31/19
BRONXDALE,2922 LURTING AVENUE,490000,10/31/19
BRONXDALE,740 SOUTH OAK DRIVE,692410,10/31/19
BRONXDALE,"829 ADEE AVENUE, 6I",99000,10/31/19
HIGHBRIDGE/MORRIS HEIGHTS,"1383 PLIMPTON AVENUE, 5B",7000,10/31/19
KINGSBRIDGE HTS/UNIV HTS,"2400 DAVIDSON AVENUE, A23",69500,10/31/19
KINGSBRIDGE/JEROME PARK,"3636 GREYSTONE AVENUE, 2N",129000,10/31/19
KINGSBRIDGE/JEROME PARK,"3585 GREYSTONE AVENUE, PU2",61095,10/31/19
KINGSBRIDGE/JEROME PARK,"460 WEST 236 STREET, SR2",61095,10/31/19
MELROSE/CONCOURSE,311 EAST 169 STREET,462313,10/31/19
MORRIS PARK/VAN NEST,1639 RADCLIFF AVENUE,412500,10/31/19
MORRISANIA/LONGWOOD,1273 INTERVALE AVENUE,418200,10/31/19
MORRISANIA/LONGWOOD,861 MACY PLACE,985000,10/31/19
MOTT HAVEN/PORT MORRIS,"496 SOUTHERN BLVD, 3A",19393,10/31/19
MOUNT HOPE/MOUNT EDEN,1829 ANTHONY AVENUE,550000,10/31/19
PARKCHESTER,"1595 UNIONPORT ROAD, 7H",170000,10/31/19
PARKCHESTER,"1641 METROPOLITAN AVE, 6E",185000,10/31/19
PARKCHESTER,"1718 PURDY STREET, 4E",190000,10/31/19
RIVERDALE,244 W 259TH ST,650000,10/31/19
RIVERDALE,"3901 INDEPENDENCE AVENUE, 1G",375000,10/31/19
SCHUYLERVILLE/PELHAM BAY,1625 MAHAN AVENUE,592500,10/31/19
SCHUYLERVILLE/PELHAM BAY,2866 EAST 196 STREET,970000,10/31/19
SOUNDVIEW,"137 MERMAID LANE, 249",355000,10/31/19
SOUNDVIEW,"825 MORRISON AVENUE, 11A",200804,10/31/19
SOUNDVIEW,1729 EAST 172 STREET,2300000,10/31/19
SOUNDVIEW,1727 EAST 172 STREET,2300000,10/31/19
THROGS NECK,2861 PHILIP AVENUE,465000,10/31/19
VAN CORTLANDT PARK,4320 VAN CORTLAND,160000,10/31/19
WAKEFIELD,4565 MATILDA AVENUE,475000,10/31/19
WESTCHESTER,2569 FRISBY AVENUE,40000,10/31/19
WILLIAMSBRIDGE,3853 BARNES AVENUE,535000,10/31/19
WILLIAMSBRIDGE,3926 CARPENTER AVENUE,500000,10/31/19
WILLIAMSBRIDGE,1041 EAST 225TH STREET,735000,10/31/19
WILLIAMSBRIDGE,1025 EAST 227 STREET,622125,10/31/19
WILLIAMSBRIDGE,4154 BRONXWOOD AVE,340000,10/31/19
BAYCHESTER,3216 GUNTHER AVENUE,358000,11/1/19
BEDFORD PARK/NORWOOD,"398 OLIVER PLACE, 6F",25000,11/1/19
CASTLE HILL/UNIONPORT,2027 LACOMBE AVENUE,650000,11/1/19
CITY ISLAND,678 KING AVENUE,1200000,11/1/19
HIGHBRIDGE/MORRIS HEIGHTS,1022 WOODYCREST AVENUE,379000,11/1/19
KINGSBRIDGE/JEROME PARK,3151 KINGSBRIDGE TERRACE,560000,11/1/19
MORRIS PARK/VAN NEST,1640 COLDEN AVENUE,446160,11/1/19
MORRISANIA/LONGWOOD,1279 UNION AVENUE,576000,11/1/19
PARKCHESTER,"1563 METROPOLITAN AVENUE, 1A",199000,11/1/19
RIVERDALE,5634 POST ROAD,827000,11/1/19
RIVERDALE,"555 KAPPOCK STREET, 10J",215000,11/1/19
RIVERDALE,"4455 DOUGLAS AVENUE, 10D",737000,11/1/19
SOUNDVIEW,1501 E 172ND STREET,775000,11/1/19
THROGS NECK,257 KEARNEY AVENUE,745000,11/1/19
WILLIAMSBRIDGE,1055 EAST 219 STREET,485000,11/1/19
WILLIAMSBRIDGE,3755 WILLETT AVENUE,731702,11/1/19
CASTLE HILL/UNIONPORT,2230 BRUCKNER BOULEVARD,575000,11/4/19
MELROSE/CONCOURSE,1056 WALTON AVENUE,156000,11/4/19
MELROSE/CONCOURSE,"1020 GRAND CONCOURSE, 5S",282000,11/4/19
MORRISANIA/LONGWOOD,959 EAST 156TH STREET,650000,11/4/19
PARKCHESTER,"1595 UNIONPORT ROAD, 6D",168000,11/4/19
RIVERDALE,"525 WEST 235TH STREET, 6D",420000,11/4/19
RIVERDALE,"3777 INDEPENDENCE AVENUE, 3H",799900,11/4/19
SCHUYLERVILLE/PELHAM BAY,2039 CONTINENTAL AVENUE,615000,11/4/19
THROGS NECK,2877 SCHLEY AVENUE,450000,11/4/19
WAKEFIELD,4137 WICKHAM AVE,545900,11/4/19
WILLIAMSBRIDGE,652 EAST 228TH STREET,360000,11/4/19
EAST TREMONT,2167 ARTHUR AVENUE,570000,11/5/19
EAST TREMONT,2165 ARTHUR AVENUE,530000,11/5/19
EAST TREMONT,2069 HONEYWELL AVENUE,650000,11/5/19
MELROSE/CONCOURSE,1365 CLAY AVENUE,434000,11/5/19
MORRIS PARK/VAN NEST,1024 PIERCE AVENUE,600000,11/5/19
MORRISANIA/LONGWOOD,"1049 FOX STREET, 3F",80000,11/5/19
PARKCHESTER,633 MEAD STREET,215000,11/5/19
PELHAM PARKWAY NORTH,2423 YOUNG AVENUE,720000,11/5/19
RIVERDALE,3039 JOHNSON AVENUE,850000,11/5/19
RIVERDALE,N/A JOHNSON AVENUE,100000,11/5/19
SCHUYLERVILLE/PELHAM BAY,1259 CROSBY AVENUE,695000,11/5/19
SCHUYLERVILLE/PELHAM BAY,3114 EAST TREMONT AVENUE,916607,11/5/19
THROGS NECK,757 LOGAN AVENUE,660000,11/5/19
WAKEFIELD,4111 BRUNER AVE,521000,11/5/19
WAKEFIELD,1916 BUSSING AVENUE,410000,11/5/19
WESTCHESTER,1524 HONE AVENUE,247500,11/5/19
CITY ISLAND,"39 ISLAND POINT, 39",914389,11/6/19
CITY ISLAND,"152A TIER STREET, 202A",415000,11/6/19
CROTONA PARK,1820 CLINTON AVENUE,500000,11/6/19
EAST TREMONT,822 EAST 178TH STREET,490000,11/6/19
FIELDSTON,"255 FIELDSTON TERRACE, 2L",372365,11/6/19
KINGSBRIDGE HTS/UNIV HTS,"8 FORDHAM HILL OVAL, 10B",260000,11/6/19
MORRIS PARK/VAN NEST,808 VAN NEST AVENUE,660000,11/6/19
MORRISANIA/LONGWOOD,1006 LONGFELLOW AVE,365000,11/6/19
MORRISANIA/LONGWOOD,972 WASHINGTON AVENUE,3382533,11/6/19
PARKCHESTER,1612 ADAMS STREET,413500,11/6/19
SOUNDVIEW,1239 ELDER AVENUE,717500,11/6/19
SOUNDVIEW,1322 METCALF AVENUE,600000,11/6/19
SOUNDVIEW,420 SOUNDVIEW AVENUE,600000,11/6/19
THROGS NECK,2857 SAMPSON AVENUE,395000,11/6/19
THROGS NECK,240 SWINTON AVENUE,549000,11/6/19
THROGS NECK,191 MEAGHER AVENUE,584875,11/6/19
WAKEFIELD,4346 EDSON AVENUE,615000,11/6/19
WESTCHESTER,2469 FRISBY AVENUE,450000,11/6/19
WILLIAMSBRIDGE,1020 EAST 220 STREET,11500,11/6/19
WILLIAMSBRIDGE,924 EAST 215TH STREET,770000,11/6/19
WILLIAMSBRIDGE,N/A EAST 215 STREET,770000,11/6/19
WILLIAMSBRIDGE,950 EAST 225 STREET,840000,11/6/19
WOODLAWN,4229 HERKIMER PLACE,10,11/6/19
WOODLAWN,"205 E 238TH STREET, 6B",240000,11/6/19
BAYCHESTER,3571 MC OWEN AVENUE,435000,11/7/19
BAYCHESTER,2541 HOLLERS AVENUE,395000,11/7/19
BEDFORD PARK/NORWOOD,248 EAST 204 STREET,700000,11/7/19
BELMONT,2501 CAMBRELENG,799000,11/7/19
BRONXDALE,3039 COLDEN AVENUE,740000,11/7/19
BRONXDALE,3303 BARKER AVENUE,475000,11/7/19
COUNTRY CLUB,744 THROGS NECK EXPWY SR,525000,11/7/19
KINGSBRIDGE/JEROME PARK,"460 WEST 236 STREET, 7A",10,11/7/19
MORRISANIA/LONGWOOD,576 EAST 166 STREET,645000,11/7/19
MORRISANIA/LONGWOOD,869 MACY PLACE,716024,11/7/19
MOTT HAVEN/PORT MORRIS,446 EAST 142 STREET,2500,11/7/19
PARKCHESTER,1613 GLOVER STREET,490000,11/7/19
PARKCHESTER,"28 METROPOLITAN OVAL, 11D",160000,11/7/19
PARKCHESTER,"1530 METROPOLITAN AVENUE, 2D",216000,11/7/19
PELHAM GARDENS,2550 KINGSLAND AVENUE,960000,11/7/19
PELHAM PARKWAY SOUTH,"1144 LYDIG AVENUE, 2A",340000,11/7/19
RIVERDALE,"5800 ARLINGTON AVENUE, 16A",215000,11/7/19
SCHUYLERVILLE/PELHAM BAY,1270 HOBART AVE,1100000,11/7/19
SOUNDVIEW,1880 O'BRIEN AVENUE,450000,11/7/19
SOUNDVIEW,2015 GILDERSLEEVE AVENUE,540691,11/7/19
THROGS NECK,1013 LOGAN AVENUE,799000,11/7/19
THROGS NECK,249 HOLLYWOOD AVENUE,623150,11/7/19
THROGS NECK,539 ELLSWORTH AVENUE,901000,11/7/19
WILLIAMSBRIDGE,1020 EAST 220 STREET,8000,11/7/19
WILLIAMSBRIDGE,934 EAST 227 STREET,570707,11/7/19
WILLIAMSBRIDGE,3555 CARLISLE PLACE,600000,11/7/19
BRONXDALE,"2550 OLINVILLE AVENUE, 14J",226000,11/8/19
EAST TREMONT,"2135 CROTONA AVENUE, 4A",250000,11/8/19
HIGHBRIDGE/MORRIS HEIGHTS,141 WEST 169TH STREET,750000,11/8/19
HIGHBRIDGE/MORRIS HEIGHTS,1400 UNIVERSITY AVENUE,6650000,11/8/19
HIGHBRIDGE/MORRIS HEIGHTS,1401 UNIVERSITY AVENUE,6650000,11/8/19
HIGHBRIDGE/MORRIS HEIGHTS,1407 UNIVERSITY AVENUE,6650000,11/8/19
KINGSBRIDGE HTS/UNIV HTS,"2400 DAVIDSON AVENUE, B17",80000,11/8/19
KINGSBRIDGE/JEROME PARK,3425 TIBBETT AVENUE,945000,11/8/19
KINGSBRIDGE/JEROME PARK,539 WEST 232ND ST,475000,11/8/19
MORRIS PARK/VAN NEST,1854 HOLLAND AVENUE,960000,11/8/19
MORRIS PARK/VAN NEST,N/A HOLLAND AVENUE,960000,11/8/19
PARKCHESTER,"1576 UNIONPORT ROAD, 3E",165000,11/8/19
PARKCHESTER,"1563 METROPOLITAN AVENUE, 7F",217735,11/8/19
PELHAM PARKWAY NORTH,2517 EASTCHESTER ROAD,590000,11/8/19
PELHAM PARKWAY NORTH,1356 ASTOR AVENUE,735000,11/8/19
SOUNDVIEW,321 UNDERHILL AVENUE,350000,11/8/19
WAKEFIELD,4366 FURMAN AVENUE,800000,11/8/19
WAKEFIELD,4368 FURMAN AVENUE,750000,11/8/19
WESTCHESTER,2333 HAVILAND AVENUE,300000,11/8/19
WOODLAWN,4375 KATONAH AVENUE,760000,11/8/19
BELMONT,2436 CAMBRELENG AVENUE,725000,11/11/19
BAYCHESTER,3057 GUNTHER AVENUE,465000,11/12/19
BAYCHESTER,4046 GRACE AVENUE,733950,11/12/19
BEDFORD PARK/NORWOOD,2666 BRIGGS AVENUE,725461,11/12/19
CASTLE HILL/UNIONPORT,452 HOWE AVENUE,251000,11/12/19
CASTLE HILL/UNIONPORT,2044 CICERO AVENUE,555000,11/12/19
FORDHAM,2159 WALTON AVENUE,280000,11/12/19
HIGHBRIDGE/MORRIS HEIGHTS,1877 HARRISON AVENUE,935000,11/12/19
KINGSBRIDGE/JEROME PARK,"315 WEST 232ND STREET, 3L",290000,11/12/19
MORRIS PARK/VAN NEST,1842 UNIONPORT ROAD,700000,11/12/19
MOTT HAVEN/PORT MORRIS,458 EAST 134TH STREET,450000,11/12/19
PELHAM PARKWAY SOUTH,2093 MATTHEWS AVENUE,630000,11/12/19
RIVERDALE,"2550 INDEPENDENCE AVE, 8U",360000,11/12/19
RIVERDALE,"640 WEST 237 STREET, 18B",1460000,11/12/19
SCHUYLERVILLE/PELHAM BAY,1360 GILLESPIE AVENUE,480000,11/12/19
SCHUYLERVILLE/PELHAM BAY,1244 EDISON AVENUE,845000,11/12/19
WILLIAMSBRIDGE,3710 PAULDING AVENUE,10,11/12/19
WILLIAMSBRIDGE,722 EAST 214 STREET,700000,11/12/19
WILLIAMSBRIDGE,742 EAST 228 STREET,759000,11/12/19
BATHGATE,4551 3 AVENUE,19900000,11/13/19
BAYCHESTER,3303 EASTCHESTER ROAD,500000,11/13/19
BAYCHESTER,3022 GRACE AVENUE,305000,11/13/19
BAYCHESTER,2820 KINGSLAND AVENUE,310000,11/13/19
BAYCHESTER,4043 MURDOCK AVENUE,320000,11/13/19
BAYCHESTER,4045 MURDOCK AVENUE,320000,11/13/19
BEDFORD PARK/NORWOOD,"3131 GRAND CONCOURSE, 3B",100000,11/13/19
BELMONT,619 EAST FORDHAM ROAD,4400000,11/13/19
BRONXDALE,3312 BARNES AVENUE,329900,11/13/19
CASTLE HILL/UNIONPORT,1908 EAST 177 STREET,19900000,11/13/19
EAST TREMONT,1998 CLINTON AVENUE,320000,11/13/19
FORDHAM,2489 WEBSTER AVENUE,4900000,11/13/19
KINGSBRIDGE HTS/UNIV HTS,"4 FORDHAM HILL OVAL, 6F",270000,11/13/19
KINGSBRIDGE/JEROME PARK,3070 HEATH AVENUE,555000,11/13/19
MORRISANIA/LONGWOOD,3212 3 AVENUE,19900000,11/13/19
MORRISANIA/LONGWOOD,1245 SOUTHERN BOULEVARD,19900000,11/13/19
PELHAM PARKWAY NORTH,2320 SEYMOUR AVENUE,730000,11/13/19
PELHAM PARKWAY NORTH,2516 MORGAN AVENUE,620000,11/13/19
RIVERDALE,"3720 INDEPENDENCE AVENUE, 4D",407500,11/13/19
SCHUYLERVILLE/PELHAM BAY,2124 SAINT PAUL AVENUE,740000,11/13/19
THROGS NECK,"22 MAGNOLIA PLACE, 22",135000,11/13/19
WAKEFIELD,4152 BOYD AVENUE,459000,11/13/19
WILLIAMSBRIDGE,3674 BARNES AVE,765000,11/13/19
WILLIAMSBRIDGE,926 EAST 221 STREET,270000,11/13/19
BATHGATE,523 EAST 171 STREET,505000,11/14/19
BAYCHESTER,1455 BURKE AVENUE,380000,11/14/19
BAYCHESTER,2943 KINGSLAND AVENUE,475000,11/14/19
BAYCHESTER,3522 DE REIMER AVENUE,514216,11/14/19
BAYCHESTER,3903 ELY AVENUE,462604,11/14/19
BEDFORD PARK/NORWOOD,3547 WEBSTER AVENUE,7000000,11/14/19
BELMONT,695 EAST 183 STREET,375000,11/14/19
BRONXDALE,2935 THROOP AVENUE,425880,11/14/19
CASTLE HILL/UNIONPORT,1129 VIRGINIA AVENUE,820000,11/14/19
COUNTRY CLUB,1639 RESEARCH AVE,780000,11/14/19
COUNTRY CLUB,3247A BARKLEY AVENUE,272165,11/14/19
COUNTRY CLUB,"1430 OUTLOOK AVENUE, 2",540000,11/14/19
HUNTS POINT,811 WHITTIER STREET,3400000,11/14/19
MELROSE/CONCOURSE,369 EAST 159TH STREET,217000,11/14/19
MELROSE/CONCOURSE,"1020 GRAND CONCOURSE, 23D",415000,11/14/19
MELROSE/CONCOURSE,"1020 GRAND CONCOURSE, 8X",210000,11/14/19
MORRIS PARK/VAN NEST,1715 MATTHEWS AVENUE,740940,11/14/19
MORRIS PARK/VAN NEST,1946 RADCLIFF AVENUE,750000,11/14/19
MORRISANIA/LONGWOOD,573 JACKSON AVENUE,740000,11/14/19
MORRISANIA/LONGWOOD,1133-1135 TIFFANY STREET,22500000,11/14/19
MORRISANIA/LONGWOOD,893 EAST 167 STREET,22500000,11/14/19
MORRISANIA/LONGWOOD,891 EAST 167 STREET,22500000,11/14/19
MORRISANIA/LONGWOOD,1114 KELLY STREET,22500000,11/14/19
PARKCHESTER,"2065 ST. RAYMONDS AVENUE, 1H",175000,11/14/19
PARKCHESTER,"1507 METROPOLITAN AVENUE, 3F",280000,11/14/19
RIVERDALE,"2736 INDEPENDENCE AVE, 3A",246000,11/14/19
RIVERDALE,"3515 HENRY HUDSON PKWY, 12A",872544,11/14/19
THROGS NECK,682 BRUSH AVENUE,570000,11/14/19
THROGS NECK,2776 MILES AVENUE,530000,11/14/19
THROGS NECK,254 HUNTINGTON AVENUE,720000,11/14/19
THROGS NECK,3000 RANDALL AVENUE,20000,11/14/19
THROGS NECK,3555-3569 EAST TREMONT AVE,1600000,11/14/19
WESTCHESTER,2481 TRATMAN AVENUE,475000,11/14/19
WESTCHESTER,2566 TRATMAN AVENUE,720000,11/14/19
WILLIAMSBRIDGE,3572 BRONXWOOD AVENUE,530000,11/14/19
WILLIAMSBRIDGE,1026 EAST 218 STREET,515000,11/14/19
WILLIAMSBRIDGE,3649 OLINVILLE AVENUE,830000,11/14/19
BRONXDALE,1281 ARNOW AVENUE,496353,11/15/19
BRONXDALE,3231 N CHESTNUT DR,10,11/15/19
BRONXDALE,1025 EAST GUN HILL ROAD,515000,11/15/19
CASTLE HILL/UNIONPORT,2023 CAESAR,635000,11/15/19
KINGSBRIDGE HTS/UNIV HTS,"2 FORDHAM HILL OVAL, 16B",183000,11/15/19
KINGSBRIDGE/JEROME PARK,2802 CLAFLIN AVENUE,785000,11/15/19
MORRIS PARK/VAN NEST,1827 BOGART AVENUE,875000,11/15/19
PARKCHESTER,"1520 ARCHER ROAD, 4A",210000,11/15/19
PARKCHESTER,"1959 MCGRAW AVE, TA",175000,11/15/19
RIVERDALE,"6485 BROADWAY, 4K",245000,11/15/19
RIVERDALE,"645 WEST 239 STREET, 5C",305000,11/15/19
SOUNDVIEW,1621 HARDING PARK,178000,11/15/19
SOUNDVIEW,1250 TAYLOR AVENUE,560000,11/15/19
WAKEFIELD,4728 CARPENTER AVENUE,725000,11/15/19
WAKEFIELD,4715 RICHARDSON AVENUE,520000,11/15/19
WILLIAMSBRIDGE,643 E 227TH STREET,781000,11/15/19
SOUNDVIEW,1755 WATSON AVENUE,1,11/16/19
BATHGATE,1732 WEBSTER AVENUE,2878500,11/18/19
BEDFORD PARK/NORWOOD,"306 EAST MOSHOLU PARKWAY SOUTH, 5J",150000,11/18/19
BEDFORD PARK/NORWOOD,"3000 VALENTINE AVENUE, 5D",90000,11/18/19
BELMONT,2375 LORILLARD PLACE,625000,11/18/19
BRONXDALE,3057 WILLIAMSBRIDGE ROAD,426800,11/18/19
BRONXDALE,2400 BRONX PARK EAST,700000,11/18/19
KINGSBRIDGE/JEROME PARK,3440 CANNON PLACE,699000,11/18/19
KINGSBRIDGE/JEROME PARK,2892 HEATH AVENUE,715000,11/18/19
MORRIS PARK/VAN NEST,1717 TENBROECK AVE,575000,11/18/19
MORRISANIA/LONGWOOD,930 TIFFANY STREET,470000,11/18/19
MORRISANIA/LONGWOOD,785 EAST 163 STREET,400000,11/18/19
PARKCHESTER,1552 WHITE PLAINS ROAD,411000,11/18/19
PARKCHESTER,"1675 METROPOLITAN AVENUE, 1C",160829,11/18/19
PELHAM PARKWAY SOUTH,"2102 HOLLAND AVENUE, 6H",142500,11/18/19
SCHUYLERVILLE/PELHAM BAY,2024 HOBART AVENUE,1065000,11/18/19
SOUNDVIEW,1221 LELAND AVENUE,600000,11/18/19
WAKEFIELD,4209 MURDOCK AVENUE,470000,11/18/19
WESTCHESTER,1528 WILLIAMSBRIDGE ROAD,1150000,11/18/19
BAYCHESTER,3327 GUNTHER AVENUE,62891,11/19/19
BEDFORD PARK/NORWOOD,3540 DECATUR AVENUE,11525000,11/19/19
BRONXDALE,2723 YOUNG AVENUE,352000,11/19/19
FORDHAM,2062 VALENTINE AVENUE,415000,11/19/19
KINGSBRIDGE HTS/UNIV HTS,2523 UNIVERSITY AVENUE,8160000,11/19/19
KINGSBRIDGE/JEROME PARK,"3125 TIBBETT AVE, 3H",170000,11/19/19
MORRIS PARK/VAN NEST,1541 TOMLINSON AVE,620000,11/19/19
PARKCHESTER,"1500 ARCHER ROAD, 2E",295000,11/19/19
PELHAM GARDENS,2531 MICKLE AVENUE,630000,11/19/19
RIVERDALE,"2500 JOHNSON AVE, 17-F",407771,11/19/19
RIVERDALE,"3017 RIVERDALE AVENUE, 2C",265000,11/19/19
RIVERDALE,"2601 HENRY HUDSON PKWY, 8C",275000,11/19/19
SOUNDVIEW,611 UNDERHILL AVENUE,395000,11/19/19
THROGS NECK,273 SWINTON AVENUE,615000,11/19/19
WILLIAMSBRIDGE,916 EAST 221 STREET,706000,11/19/19
WILLIAMSBRIDGE,929 EAST 229 STREET,805000,11/19/19
WOODLAWN,4212 HERKIMER PLACE,685000,11/19/19
BAYCHESTER,3002 ELY AVENUE,545000,11/20/19
BAYCHESTER,3411 EDSON AVENUE,340000,11/20/19
BAYCHESTER,3409 EDSON AVENUE,340000,11/20/19
BEDFORD PARK/NORWOOD,"335 EAST 209TH STREET, 16",25000,11/20/19
CASTLE HILL/UNIONPORT,2267 STORY AVENUE,10,11/20/19
COUNTRY CLUB,838 VINCENT AVENUE,565531,11/20/19
COUNTRY CLUB,"3255 RANDALL AVENUE, 1A",150000,11/20/19
HIGHBRIDGE/MORRIS HEIGHTS,1628 MACOMBS ROAD,265000,11/20/19
HUNTS POINT,722 MANIDA STREET,650000,11/20/19
KINGSBRIDGE/JEROME PARK,304 WEST 234TH ST,719000,11/20/19
KINGSBRIDGE/JEROME PARK,"511 WEST 232ND ST, E65",289000,11/20/19
MORRIS PARK/VAN NEST,1843 WALLACE AVENUE,725000,11/20/19
MOTT HAVEN/PORT MORRIS,370 GERARD AVE,10805471,11/20/19
PARKCHESTER,"1 METROPOLITAN OVAL, 3H",205000,11/20/19
PELHAM PARKWAY NORTH,2563 HERING AVENUE,715000,11/20/19
RIVERDALE,"750 KAPPOCK, 505",385000,11/20/19
SCHUYLERVILLE/PELHAM BAY,2881 ROBERTS AVENUE,325000,11/20/19
SCHUYLERVILLE/PELHAM BAY,1259 HOLLYWOOD AVENUE,550000,11/20/19
SCHUYLERVILLE/PELHAM BAY,3515 BRUCKNER BOULEVARD,1550000,11/20/19
SOUNDVIEW,156 STEPHENS AVENUE,852500,11/20/19
SOUNDVIEW,1784 PATTERSON AVE,303156,11/20/19
SOUNDVIEW,136 STEPHENS AVENUE,852500,11/20/19
THROGS NECK,1006 HUNTINGTON AVE,400000,11/20/19
THROGS NECK,2880 HARDING AVE,780000,11/20/19
WOODLAWN,517 EAST 234TH STREET,635000,11/20/19
BATHGATE,414 EAST 178 STREET,365000,11/21/19
BAYCHESTER,3608 DEREIMER AVENUE,623000,11/21/19
BAYCHESTER,4069 WILDER AVENUE,280000,11/21/19
BEDFORD PARK/NORWOOD,2895 VALENTINE AVENUE,900000,11/21/19
BEDFORD PARK/NORWOOD,"2866 MARION AVENUE, L2",330000,11/21/19
BEDFORD PARK/NORWOOD,"2866 MARION AVENUE, 5J",330000,11/21/19
BEDFORD PARK/NORWOOD,"2866 MARION AVENUE, 6E",330000,11/21/19
BEDFORD PARK/NORWOOD,"2866 MARION AVENUE, 3J",330000,11/21/19
BRONXDALE,2756 SEYMOUR AVENUE,600000,11/21/19
CASTLE HILL/UNIONPORT,2253 QUIMBY AVENUE,625000,11/21/19
CITY ISLAND,670 MINNIEFORD AVENUE,383000,11/21/19
EAST TREMONT,1997 ARTHUR AVENUE,337662,11/21/19
EAST TREMONT,741 EAST 178 STREET,1000,11/21/19
KINGSBRIDGE HTS/UNIV HTS,2212 AQUEDUCT AVENUE EAST,455000,11/21/19
MORRIS PARK/VAN NEST,783 VAN NEST AVENUE,825000,11/21/19
MOTT HAVEN/PORT MORRIS,420 EAST 140 STREET,18000,11/21/19
