Town,Address,Sale Price,Sale Date
PARKCHESTER,"1560 METROPOLITAN AVENUE, 4G",230000,11/21/19
PELHAM GARDENS,1512 ALLERTON AVENUE,270000,11/21/19
PELHAM PARKWAY NORTH,2338 LACONIA AVENUE,590900,11/21/19
RIVERDALE,427 WEST 261 STREET,640000,11/21/19
RIVERDALE,"2500 JOHNSON AVENUE, 14A",185000,11/21/19
RIVERDALE,"5355 HENRY HUDSON PARKWAY, 11J",400000,11/21/19
SCHUYLERVILLE/PELHAM BAY,2841 CODDINGTON AVE,800000,11/21/19
SOUNDVIEW,1057 STRATFORD AVENUE,485000,11/21/19
THROGS NECK,"3 MAPLE AVENUE, 3",425000,11/21/19
THROGS NECK,4183 EAST TREMONT AVENUE,480000,11/21/19
WAKEFIELD,4216 EDSON AVENUE,560038,11/21/19
WESTCHESTER,1364 HERSCHELL STREET,525000,11/21/19
WILLIAMSBRIDGE,3956 BRONXWOOD AVENUE,565000,11/21/19
WILLIAMSBRIDGE,3543 WILLETT AVE,270000,11/21/19
WILLIAMSBRIDGE,920 EAST 218 STREET,610000,11/21/19
WOODLAWN,"4380 VIREO, 5G",195000,11/21/19
BRONXDALE,3360 BRONX BOULEVARD,620000,11/22/19
CASTLE HILL/UNIONPORT,544 PUGSLEY AVENUE,665000,11/22/19
EAST TREMONT,N/A MOHEGAN AVENUE,649058,11/22/19
KINGSBRIDGE/JEROME PARK,3848 BAILEY AVENUE,690000,11/22/19
MELROSE/CONCOURSE,1370 TELLER AVENUE,400000,11/22/19
MORRIS PARK/VAN NEST,"762 BRADY AVENUE, 524",163500,11/22/19
PARKCHESTER,1733 GARFIELD STREET,655000,11/22/19
PARKCHESTER,"89 METROPOLITAN OVAL, 10F",200000,11/22/19
PARKCHESTER,"2075 ST. RAYMOND AVENUE, 7A",215000,11/22/19
PARKCHESTER,"1604 METROPOLITAN AVENUE, 3D",205000,11/22/19
PARKCHESTER,"9 METROPOLITAN OVAL, TF",140000,11/22/19
RIVERDALE,"3616 HENRY HUDSON PARKWAY, 4EN",385000,11/22/19
RIVERDALE,"5640 NETHERLAND AVE, 5G",238000,11/22/19
SCHUYLERVILLE/PELHAM BAY,2871 WELLMAN AVENUE,650000,11/22/19
SCHUYLERVILLE/PELHAM BAY,2832 ROEBLING AVENUE,840000,11/22/19
SCHUYLERVILLE/PELHAM BAY,"1600 PARKVIEW AVENUE, PH-B",275000,11/22/19
THROGS NECK,231 QUINCY AVENUE,580000,11/22/19
THROGS NECK,725 QUINCY AVE,645000,11/22/19
WESTCHESTER,2358 LYON AVENUE,505000,11/22/19
BAYCHESTER,1143 EAST 223 STREET,465000,11/25/19
BRONXDALE,3214 PEARSALL AVENUE,380000,11/25/19
MORRISANIA/LONGWOOD,1211 SIMPSON STREET,415000,11/25/19
PARKCHESTER,1742 VAN BUREN STREET,675000,11/25/19
PELHAM GARDENS,2464 GUNTHER AVENUE,717150,11/25/19
PELHAM PARKWAY NORTH,2530 BRONXWOOD,640000,11/25/19
RIVERDALE,"2400 JOHNSON AVENUE, 6F",290000,11/25/19
RIVERDALE,"3671 HUDSON MANOR TERRACE, 15A",240000,11/25/19
RIVERDALE,"4975 HENRY HUDSON PARKWAY, 4975",675000,11/25/19
SCHUYLERVILLE/PELHAM BAY,3073 BRUCKNER BOULEVARD,590000,11/25/19
SCHUYLERVILLE/PELHAM BAY,1619 MULFORD AVENUE,935000,11/25/19
SOUNDVIEW,527 BEACH AVENUE,635000,11/25/19
SOUNDVIEW,"88 HERON LANE, 377",421272,11/25/19
SOUNDVIEW,529 BEACH AVENUE,635000,11/25/19
WAKEFIELD,4268 CARPENTER AVENUE,760000,11/25/19
WILLIAMSBRIDGE,756 EAST 217 STREET,615000,11/25/19
WILLIAMSBRIDGE,912 EAST 231 STREET,300000,11/25/19
WILLIAMSBRIDGE,"814A TILDEN STREET, 2C",81136,11/25/19
WOODLAWN,426 EAST 238 STREET,475000,11/25/19
BATHGATE,2243 BATHGATE AVENUE,570000,11/26/19
BAYCHESTER,3695 SECOR AVENUE,327000,11/26/19
BAYCHESTER,3338 FISH AVENUE,642600,11/26/19
BAYCHESTER,3955 HILL AVENUE,10,11/26/19
BAYCHESTER,"3410 DE REIMER AVENUE, 16C",240000,11/26/19
BEDFORD PARK/NORWOOD,"3398 WAYNE AVENUE, C32",160000,11/26/19
COUNTRY CLUB,767 WILCOX AVENUE,585000,11/26/19
FIELDSTON,"255 FIELDSTON TERRACE, 23",31868,11/26/19
KINGSBRIDGE HTS/UNIV HTS,"8 FORDHAM HILL OVAL, 6C",117099,11/26/19
KINGSBRIDGE HTS/UNIV HTS,"6 FORDHAM HILL OVAL, 14D",195000,11/26/19
MELROSE/CONCOURSE,314 EAST 169TH STREET,629000,11/26/19
MELROSE/CONCOURSE,1047 MORRIS AVENUE,690000,11/26/19
MORRIS PARK/VAN NEST,1722 HUNT AVENUE,779000,11/26/19
MORRIS PARK/VAN NEST,909 NEILL AVENUE,665000,11/26/19
MOTT HAVEN/PORT MORRIS,438 CONCORD AVENUE,1900000,11/26/19
MOTT HAVEN/PORT MORRIS,780 EAST 135 STREET,17500000,11/26/19
PARKCHESTER,"1919 MCGRAW AVENUE, MH",302000,11/26/19
PARKCHESTER,"2220 EAST TREMONT AVENUE, 5G",125000,11/26/19
SCHUYLERVILLE/PELHAM BAY,1718 MAHAN AVE,600000,11/26/19
SCHUYLERVILLE/PELHAM BAY,1225 HOLLYWOOD AVENUE,900000,11/26/19
SOUNDVIEW,107 DOLPHIN COURT,825000,11/26/19
SOUNDVIEW,"326 SUNSET BOULEVARD, 13326",360000,11/26/19
THROGS NECK,1013 SWINTON AVENUE,377400,11/26/19
THROGS NECK,819 HOLLYWOOD AVENUE,936790,11/26/19
WILLIAMSBRIDGE,1016 EAST 222 STREET,680000,11/26/19
BRONXDALE,3036 CRUGER AVENUE,500000,11/27/19
FIELDSTON,"6299 BROADWAY, C10",170000,11/27/19
HIGHBRIDGE/MORRIS HEIGHTS,1748 UNDERCLIFF AVENUE,560000,11/27/19
HIGHBRIDGE/MORRIS HEIGHTS,1812 CEDAR AVENUE,499999,11/27/19
HIGHBRIDGE/MORRIS HEIGHTS,1741 DAVIDSON AVENUE,850000,11/27/19
HIGHBRIDGE/MORRIS HEIGHTS,1737 DAVIDSON AVENUE,850000,11/27/19
HIGHBRIDGE/MORRIS HEIGHTS,1450 CROMWELL AVENUE,7625000,11/27/19
HIGHBRIDGE/MORRIS HEIGHTS,1475-81 MACOMBS RD,7625000,11/27/19
MELROSE/CONCOURSE,672 COURTLANDT AVENUE,411000,11/27/19
MELROSE/CONCOURSE,1181 SHERMAN AVENUE,12450594,11/27/19
MELROSE/CONCOURSE,674 COURTLANDT AVENUE,239000,11/27/19
MORRISANIA/LONGWOOD,1236 TINTON AVE,530000,11/27/19
MORRISANIA/LONGWOOD,1110 JACKSON AVENUE,838000,11/27/19
PARKCHESTER,"1370 VIRGINIA AVENUE, 7C",125000,11/27/19
PARKCHESTER,"1919 MCGRAW AVENUE, 3D",270000,11/27/19
PELHAM PARKWAY SOUTH,2024 HONE AVENUE,800000,11/27/19
RIVERDALE,5445 FIELDSTON ROAD,685000,11/27/19
SOUNDVIEW,1844 SEWARD AVENUE,670000,11/27/19
THROGS NECK,817 HOLLYWOOD AVENUE,704000,11/27/19
THROGS NECK,"2730 SCHURZ AVENUE, J-3",525000,11/27/19
WAKEFIELD,4238 BRUNER AVENUE,550000,11/27/19
WAKEFIELD,4139 BOYD AVENUE,390000,11/27/19
WILLIAMSBRIDGE,941 EAST 224 STREET,525000,11/27/19
WILLIAMSBRIDGE,940 E. 229 STREET,490000,11/27/19
WILLIAMSBRIDGE,1010 EAST 229 STREET,530000,11/27/19
WILLIAMSBRIDGE,3753 BRONXWOOD AVENUE,545000,11/27/19
BAYCHESTER,2924 GRACE AVENUE,840000,11/29/19
HIGHBRIDGE/MORRIS HEIGHTS,1743 DAVIDSON AVENUE,268750,11/29/19
HIGHBRIDGE/MORRIS HEIGHTS,1739 DAVIDSON AVENUE,268750,11/29/19
BAYCHESTER,3242 ELY AVENUE,850000,12/2/19
BEDFORD PARK/NORWOOD,114 EAST 198 STREET,610000,12/2/19
BRONXDALE,3211 WHITE PLAINS ROAD,5400000,12/2/19
BRONXDALE,3201 WHITE PLAINS ROAD,5400000,12/2/19
CASTLE HILL/UNIONPORT,1971 POWELL AVENUE,714000,12/2/19
MORRIS PARK/VAN NEST,1848 HONE AVENUE,999000,12/2/19
PARKCHESTER,"1565 ODELL STREET, 6E",155000,12/2/19
SOUNDVIEW,1623 HARDING PARK,499000,12/2/19
WILLIAMSBRIDGE,832 EAST 231 STREET,816000,12/2/19
BAYCHESTER,3024 ELY AVENUE,465000,12/3/19
BRONXDALE,2901 CRUGER AVE,899000,12/3/19
COUNTRY CLUB,3279 BARKLEY AVE,515000,12/3/19
MORRIS PARK/VAN NEST,1930 HAIGHT AVENUE,655000,12/3/19
MORRIS PARK/VAN NEST,1922 YATES AVENUE,680000,12/3/19
MOUNT HOPE/MOUNT EDEN,1817 TOPPING AVENUE,300000,12/3/19
PELHAM GARDENS,2404 KINGSLAND AVE,553000,12/3/19
PELHAM GARDENS,2408 MICKLE AVENUE,650000,12/3/19
RIVERDALE,"5615 NETHERLAND AVENUE, 5C",165000,12/3/19
SOUNDVIEW,225 HUSSON AVENUE,535000,12/3/19
SOUNDVIEW,945 ELDER AVENUE,455000,12/3/19
SOUNDVIEW,1221 MANOR AVENUE,733985,12/3/19
BRONXDALE,2943 THROOP AVENUE,504700,12/4/19
MELROSE/CONCOURSE,378 E. 161ST ST,1000000,12/4/19
MORRISANIA/LONGWOOD,1130 JACKSON AVENUE,5000,12/4/19
PARKCHESTER,1945 BENEDICT AVENUE,880000,12/4/19
RIVERDALE,"3601 JOHNSON AVE, LC",136250,12/4/19
RIVERDALE,"3515 HENRY HUDSON PARKWAY, 9D",410000,12/4/19
RIVERDALE,"640 WEST 237 STREET, 3D",953623,12/4/19
SCHUYLERVILLE/PELHAM BAY,3041 WATERBURY AVENUE,590000,12/4/19
SCHUYLERVILLE/PELHAM BAY,3039 WATERBURY AVENUE,590000,12/4/19
THROGS NECK,833 HOLLYWOOD AVENUE,715000,12/4/19
WILLIAMSBRIDGE,1040 EAST 215 STREET,350000,12/4/19
WILLIAMSBRIDGE,913 EAST 223 STREET,535000,12/4/19
WOODLAWN,120 EAST 238 STREET,514216,12/4/19
WOODLAWN,"4380 VIREO AVENUE, 3-S",230000,12/4/19
BAYCHESTER,3321 FENTON AVENUE,548000,12/5/19
EAST TREMONT,818 ELSMERE PLACE,780000,12/5/19
EAST TREMONT,1894 DALY AVE,803000,12/5/19
MELROSE/CONCOURSE,1210 COLLEGE AVENUE,550000,12/5/19
PELHAM PARKWAY NORTH,2228 HERING AVENUE,770000,12/5/19
RIVERDALE,"2400 JOHNSON AVE, 9J",265000,12/5/19
RIVERDALE,"3015 RIVERDALE AVENUE, 2G",139000,12/5/19
RIVERDALE,"6535 BROADWAY, 4C/D",225000,12/5/19
RIVERDALE,"5900 ARLINGTON AVENUE, 15B",740000,12/5/19
SOUNDVIEW,1335 NOBLE AVENUE,730000,12/5/19
SOUNDVIEW,"875 MORRISON AVENUE, 4F",290161,12/5/19
THROGS NECK,254 BALCOM AVENUE,50000,12/5/19
THROGS NECK,2859 RANDALL AVENUE,490000,12/5/19
WESTCHESTER,2530 POPLAR STREET,355000,12/5/19
WILLIAMSBRIDGE,1040 EAST 228TH STREET,775000,12/5/19
WILLIAMSBRIDGE,4133 WHITE PLAINS ROAD,660000,12/5/19
WOODLAWN,225 EAST 237 STREET,805000,12/5/19
BATHGATE,2327 WASHINGTON AVENUE,110000,12/6/19
BAYCHESTER,1483 HICKS STREET,498200,12/6/19
BAYCHESTER,3764 LACONIA AVENUE,605000,12/6/19
BAYCHESTER,3956 DE REIMER,442611,12/6/19
BEDFORD PARK/NORWOOD,3221 DECATUR AVENUE,740000,12/6/19
CITY ISLAND,"41 ISLAND POINT, 41",832929,12/6/19
KINGSBRIDGE HTS/UNIV HTS,"1944 LORING PLACE S, 4D",60000,12/6/19
MELROSE/CONCOURSE,"800 GRAND CONCOURSE, 4LS",200000,12/6/19
MELROSE/CONCOURSE,"800 GRAND CONCOURSE, GL-N",340000,12/6/19
MORRIS PARK/VAN NEST,1615 YATES AVENUE,654000,12/6/19
MORRIS PARK/VAN NEST,1562B BOGART AVENUE,915000,12/6/19
MORRIS PARK/VAN NEST,1123 RHINELANDER AVENUE,795000,12/6/19
PARKCHESTER,"1439 METROPOLITAN AVENUE, 2H",118000,12/6/19
PARKCHESTER,"1960 E. TREMONT AVENUE, 7B",150000,12/6/19
PARKCHESTER,"1705 PURDY STREET, 2E",140000,12/6/19
PELHAM PARKWAY NORTH,2303 WALLACE,700000,12/6/19
RIVERDALE,6115 LIEBIG AVE,10,12/6/19
RIVERDALE,"3001 HENRY HUDSON PARKWAY, 6B",720000,12/6/19
RIVERDALE,"3001 HENRY HUDSON PARKWAY, 1E",249900,12/6/19
RIVERDALE,"6485 BROADWAY, 4J",140000,12/6/19
RIVERDALE,"5615 NETHERLAND AVE, 6E",165000,12/6/19
RIVERDALE,5797 TYNDALL AVENUE,1200000,12/6/19
RIVERDALE,5795 TYNDALL AVENUE,1200000,12/6/19
SCHUYLERVILLE/PELHAM BAY,2826 CODDINGTON AVENUE,660000,12/6/19
SCHUYLERVILLE/PELHAM BAY,1524-1526 MAYFLOWER AVENUE,850000,12/6/19
SOUNDVIEW,"50 HERON LANE, 398",470000,12/6/19
THROGS NECK,536 THROGS NECK EXPWY,740000,12/6/19
THROGS NECK,391 HUNTINGTON AVENUE,630000,12/6/19
WAKEFIELD,4112 MONTICELLO AVE,10,12/6/19
WAKEFIELD,4114 MONTICELLO AVENUE,10,12/6/19
WESTCHESTER,2344 ELLIS AVENUE,790000,12/6/19
WILLIAMSBRIDGE,686 EAST 220TH STREET,185000,12/6/19
WILLIAMSBRIDGE,829 TILDEN STREET,4205415,12/6/19
BAYCHESTER,1229 EAST 222 STREET,879000,12/9/19
BRONXDALE,2529 HOLLAND AVE,376000,12/9/19
CITY ISLAND,626 KING AVENUE,1300000,12/9/19
CROTONA PARK,1832 MOHEGAN AVE,285000,12/9/19
CROTONA PARK,685 EAST 170TH STREET,615000,12/9/19
KINGSBRIDGE HTS/UNIV HTS,2262 SEDGWICK AVENUE,300000,12/9/19
KINGSBRIDGE/JEROME PARK,"3850 SEDGWICK AVENUE, 13H",155000,12/9/19
MELROSE/CONCOURSE,1242 COLLEGE AVE,24000,12/9/19
MORRIS PARK/VAN NEST,1831 BOGART AVENUE,950000,12/9/19
MORRISANIA/LONGWOOD,1016 A KELLY STREET,100,12/9/19
MOTT HAVEN/PORT MORRIS,447 WALES,1525000,12/9/19
PELHAM GARDENS,2519 WESTERVELT,470000,12/9/19
SOUNDVIEW,1301 HARDING PARK,351000,12/9/19
THROGS NECK,"29C EDGEWATER PARK, C",427908,12/9/19
WILLIAMSBRIDGE,3767 OLINVILLE AVE,527000,12/9/19
WILLIAMSBRIDGE,670 EAST 232 STREET,750000,12/9/19
WILLIAMSBRIDGE,825 EAST 228TH STREET,10,12/9/19
BAYCHESTER,3742 LACONIA AVENUE,615000,12/10/19
BAYCHESTER,4013 BELL AVENUE,565000,12/10/19
BEDFORD PARK/NORWOOD,"2866 MARION AVENUE, 2H",152000,12/10/19
BRONXDALE,3331 RADCLIFF AVENUE,499500,12/10/19
BRONXDALE,1137 ALLERTON AVENUE,450000,12/10/19
BRONXDALE,"829 ADEE AVENUE, 2L",16901,12/10/19
COUNTRY CLUB,1379 SIEGFRIED PLACE,945000,12/10/19
MORRISANIA/LONGWOOD,1323 CHISHOLM STREET,900000,12/10/19
MORRISANIA/LONGWOOD,1321 CHISHOLM STREET,900000,12/10/19
MOTT HAVEN/PORT MORRIS,785 EAST 144 STREET,2900000,12/10/19
PARKCHESTER,"1925 MCGRAW AVENUE, 9A",280000,12/10/19
PELHAM PARKWAY SOUTH,2156 HONE AVENUE,580000,12/10/19
PELHAM PARKWAY SOUTH,"2160 BRONX PARK EAST, 4J",202500,12/10/19
PELHAM PARKWAY SOUTH,"2199 HOLLAND AVENUE, 2E",215000,12/10/19
RIVERDALE,6158 LIEBIG AVENUE,740000,12/10/19
RIVERDALE,"2600 HENRY HUDSON PKWY E, 5C",420000,12/10/19
SCHUYLERVILLE/PELHAM BAY,1410 HOLLYWOOD AVENUE,575000,12/10/19
SCHUYLERVILLE/PELHAM BAY,1517 PLYMOUTH AVENUE,740000,12/10/19
SCHUYLERVILLE/PELHAM BAY,3144 EAST TREMONT AVENUE,1675000,12/10/19
WAKEFIELD,4110 EDSON AVENUE,10,12/10/19
WILLIAMSBRIDGE,3648 HOLLAND AVENUE,347140,12/10/19
WILLIAMSBRIDGE,763 EAST 223 STREET,430950,12/10/19
BATHGATE,4697 3 AVENUE,1,12/11/19
BAYCHESTER,3061 GRACE AVENUE,360000,12/11/19
BAYCHESTER,3251 EASTCHESTER ROAD,476000,12/11/19
BAYCHESTER,"3410 DE REIMER AVENUE, 12G",192000,12/11/19
CASTLE HILL/UNIONPORT,431 HOWE AVENUE,500000,12/11/19
FIELDSTON,"5235 POST ROAD, LJ",150000,12/11/19
HIGHBRIDGE/MORRIS HEIGHTS,1228 SHAKESPEARE AVENUE,425000,12/11/19
KINGSBRIDGE HTS/UNIV HTS,2308 ANDREWS AVENUE NORTH,725000,12/11/19
RIVERDALE,250 WEST 260 STREET,5000,12/11/19
RIVERDALE,6036 HUXLEY AVENUE,735000,12/11/19
RIVERDALE,6017 LIEBIG,975000,12/11/19
RIVERDALE,"5700 ARLINGTON AVE, 11N",178000,12/11/19
SCHUYLERVILLE/PELHAM BAY,2831 LA SALLE AVENUE,655000,12/11/19
SOUNDVIEW,1949 GILDERSLEEVE AVE,605000,12/11/19
SOUNDVIEW,1228 BOYNTON AVENUE,1,12/11/19
WILLIAMSBRIDGE,735 EAST 228 STREET,725000,12/11/19
BATHGATE,2158 BATHGATE AVENUE,170000,12/12/19
BEDFORD PARK/NORWOOD,"3000 VALENTINE AVENUE, 2D",74000,12/12/19
BEDFORD PARK/NORWOOD,"3000 VALENTINE AVENUE, 2G",120000,12/12/19
BRONXDALE,2552 CRUGER AVENUE,680000,12/12/19
CROTONA PARK,1454 CROTONA PARK EAST,381000,12/12/19
HIGHBRIDGE/MORRIS HEIGHTS,1317 UNIVERSITY AVENUE,680000,12/12/19
HIGHBRIDGE/MORRIS HEIGHTS,"1383 PLIMPTON AVENUE, 2D",30000,12/12/19
HUNTS POINT,647 MANIDA STREET,575000,12/12/19
PARKCHESTER,531 VAN NEST AVE,755000,12/12/19
PARKCHESTER,1611 MELVILLE STREET,720000,12/12/19
PARKCHESTER,N/A MELVILLE STREET,720000,12/12/19
PARKCHESTER,"1960 EAST TREMONT AVENUE, 6C",245000,12/12/19
PELHAM PARKWAY NORTH,2528 YATES AVENUE,550000,12/12/19
PELHAM PARKWAY NORTH,2547 HONE AVENUE,317000,12/12/19
RIVERDALE,6132 DELAFIELD AVENUE,735000,12/12/19
RIVERDALE,"5900 ARLINGTON AVENUE, 11L",338000,12/12/19
RIVERDALE,"4455 DOUGLAS AVENUE, 14G",850000,12/12/19
SCHUYLERVILLE/PELHAM BAY,2863 HARRINGTON AVENUE,640000,12/12/19
SOUNDVIEW,"920 METCALF AVENUE, 14K",73092,12/12/19
THROGS NECK,942 BALCOM AVE,500000,12/12/19
WAKEFIELD,4175 MURDOCK AVENUE,510000,12/12/19
WAKEFIELD,4612 RICHARDSON AVENUE,850000,12/12/19
WESTCHESTER,2442 DORSEY STREET,795000,12/12/19
WILLIAMSBRIDGE,714 EAST 217 STREET,520000,12/12/19
WILLIAMSBRIDGE,3539 BARNES AVENUE,579032,12/12/19
BRONXDALE,"829 ADEE AVENUE, 3K",56000,12/13/19
CASTLE HILL/UNIONPORT,324 TORRY AVENUE,715000,12/13/19
CASTLE HILL/UNIONPORT,2049 WATSON AVENUE,650000,12/13/19
CASTLE HILL/UNIONPORT,2229 CINCINNATUS AVE,470817,12/13/19
CASTLE HILL/UNIONPORT,537 ZEREGA AVENUE,28500000,12/13/19
CROTONA PARK,1831 WATERLOO PLACE,459000,12/13/19
CROTONA PARK,931 EAST 174 STREET,3200000,12/13/19
EAST TREMONT,"1898 LONGFELLOW AVENUE, C2",100000,12/13/19
HUNTS POINT,617 COSTER STREET,755000,12/13/19
MORRIS PARK/VAN NEST,1028 PIERCE AVE,400000,12/13/19
MORRISANIA/LONGWOOD,1279 HOE AVENUE,10,12/13/19
MORRISANIA/LONGWOOD,"763 JENNINGS STREET, 5B",12125,12/13/19
MORRISANIA/LONGWOOD,1211-1213 BROOK AVENUE,1300000,12/13/19
MOTT HAVEN/PORT MORRIS,820 EAST 140 STREET,3104000,12/13/19
MOTT HAVEN/PORT MORRIS,799-815 EAST 139 STREET,6596000,12/13/19
PARKCHESTER,"1922 MCGRAW AVENUE, 2D",140000,12/13/19
PARKCHESTER,"1560 METROPOLITAN AVENUE, TD",190000,12/13/19
PARKCHESTER,"1705 PURDY STREET, 4H",250000,12/13/19
PARKCHESTER,"1541 METROPOLITAN AVENUE, 6B",259000,12/13/19
PELHAM PARKWAY NORTH,2323 SEYMOUR AVE,595000,12/13/19
RIVERDALE,"3215 NETHERLAND AVENUE, 4G",335000,12/13/19
RIVERDALE,"4705 HENRY HUDSON PARKWAY, 2K",345000,12/13/19
RIVERDALE,"5645 NETHERLAND AVENUE, 3E",165000,12/13/19
SOUNDVIEW,1624 HARDING PARK,280000,12/13/19
SOUNDVIEW,"1873 LAFAYETTE AVENUE, 6A",285000,12/13/19
THROGS NECK,188 KEARNEY AVENUE,730000,12/13/19
WILLIAMSBRIDGE,1016 EAST 227 STREET,2000,12/13/19
WILLIAMSBRIDGE,1008 EAST 225TH STRET,475000,12/13/19
WILLIAMSBRIDGE,813 EAST 227,549900,12/13/19
WILLIAMSBRIDGE,"724 E. 217TH STREET, 3A",193750,12/13/19
WOODLAWN,"4200 HERKIMER PLACE, 6E",140000,12/13/19
BRONXDALE,3010 OLINVILLE AVENUE,10,12/15/19
WILLIAMSBRIDGE,3532 CARLISLE PL,10,12/15/19
BRONXDALE,3026 HONE AVENUE,499000,12/16/19
BRONXDALE,"601 PELHAM PARKWAY NORTH, 412",229000,12/16/19
COUNTRY CLUB,1555 KENNELLWORTH PLACE,770000,12/16/19
FIELDSTON,6201 BROADWAY,1675000,12/16/19
FORDHAM,"2420 MORRIS AVENUE, 4G",150000,12/16/19
HIGHBRIDGE/MORRIS HEIGHTS,1878 CEDAR AVENUE,420000,12/16/19
HUNTS POINT,843 MANIDA STREET,1,12/16/19
HUNTS POINT,511 BARRY STREET,54250000,12/16/19
KINGSBRIDGE HTS/UNIV HTS,"7 FORDHAM HILL OVAL, 14B",273500,12/16/19
MELROSE/CONCOURSE,1238 COLLEGE AVENUE,10,12/16/19
MELROSE/CONCOURSE,"811 WALTON AVENUE, C22",278000,12/16/19
MORRIS PARK/VAN NEST,1122 NEILL AVENUE,512500,12/16/19
MORRIS PARK/VAN NEST,N/A COLDEN AVENUE,375000,12/16/19
MORRISANIA/LONGWOOD,1049 TRINITY AVE,606000,12/16/19
MOTT HAVEN/PORT MORRIS,418 EAST 139 STREET,613000,12/16/19
PARKCHESTER,1404 THIERIOT AVENUE,885000,12/16/19
PARKCHESTER,"1523 UNIONPORT ROAD, 5F",138000,12/16/19
PARKCHESTER,"2090 EAST TREMONT AVE, 7C",165000,12/16/19
PELHAM PARKWAY NORTH,1359 ASTOR AVENUE,695000,12/16/19
SOUNDVIEW,1442 FTELEY AVENUE,514216,12/16/19
WILLIAMSBRIDGE,640 EAST 229TH STREET,760000,12/16/19
WILLIAMSBRIDGE,669 EAST 230TH STREET,510000,12/16/19
BEDFORD PARK/NORWOOD,248 EAST 207TH STREET,650000,12/17/19
BRONXDALE,2751 PEARSALL AVENUE,485000,12/17/19
BRONXDALE,660 ROSEWOOD STREET,585000,12/17/19
FORDHAM,"55 EAST 190TH STREET, 04",105000,12/17/19
HUNTS POINT,629 BARRETTO STREET,615000,12/17/19
KINGSBRIDGE HTS/UNIV HTS,"9 FORDHAM HILL OVAL, 2F",250000,12/17/19
MELROSE/CONCOURSE,1322 COLLEGE AVENUE,507000,12/17/19
MELROSE/CONCOURSE,"1020 GRAND CONCOURSE, 21T",225000,12/17/19
MORRIS PARK/VAN NEST,1936 HAIGHT AVENUE,630000,12/17/19
MORRISANIA/LONGWOOD,840 FREEMAN STREET,495000,12/17/19
MORRISANIA/LONGWOOD,"837 WASHINGTON AVE, 6E",285000,12/17/19
MORRISANIA/LONGWOOD,868 EAST 167 STREET,10,12/17/19
PARKCHESTER,"1491 WEST AVENUE, 5D",150000,12/17/19
PARKCHESTER,"1690 METROPOLITAN AVENUE, 3H",190000,12/17/19
PARKCHESTER,"1590 UNIONPORT ROAD, 1A",190000,12/17/19
PARKCHESTER,"1641 METROPOLITAN AVENUE, 2G",230000,12/17/19
PARKCHESTER,"7 METROPOLITAN OVAL, 4C",200000,12/17/19
RIVERDALE,"2750 JOHNSON AVENUE, 3K",165000,12/17/19
RIVERDALE,"3103 FAIRFIELD AVENUE, 8BC",510000,12/17/19
RIVERDALE,"611 WEST 239TH STREET, 1A/1B",350000,12/17/19
RIVERDALE,"5700 ARLINGTON AVENUE, 6P",142000,12/17/19
SCHUYLERVILLE/PELHAM BAY,2897 WELLMAN AVENUE,660000,12/17/19
SCHUYLERVILLE/PELHAM BAY,"2015 ST. PAUL AVENUE, 5B",82000,12/17/19
SCHUYLERVILLE/PELHAM BAY,3006 MIDDLETOWN ROAD,1040000,12/17/19
SCHUYLERVILLE/PELHAM BAY,3010 MIDDLETOWN ROAD,1560000,12/17/19
SOUNDVIEW,1857 GLEASON AVENUE,490000,12/17/19
SOUNDVIEW,259 UNDERHILL AVENUE,725000,12/17/19
SOUNDVIEW,"875 MORRISON AVENUE, 1A",200804,12/17/19
WAKEFIELD,928 EAST 241 STREET,600000,12/17/19
WILLIAMSBRIDGE,1031 EAST 222ND ST,730000,12/17/19
BAYCHESTER,1958 NEEDHAM AVENUE,475000,12/18/19
BAYCHESTER,3523 EDSON AVENUE,580000,12/18/19
BEDFORD PARK/NORWOOD,"3555 KINGS COLLEGE PLACE, 3E",100000,12/18/19
CASTLE HILL/UNIONPORT,449 HOWE AVENUE,385000,12/18/19
COUNTRY CLUB,1526 DWIGHT PLACE,765000,12/18/19
EAST TREMONT,2158 CLINTON AVENUE,488177,12/18/19
HIGHBRIDGE/MORRIS HEIGHTS,1705 NELSON AVENUE,900000,12/18/19
KINGSBRIDGE HTS/UNIV HTS,2320 UNIVERSITY AVENUE,825000,12/18/19
KINGSBRIDGE HTS/UNIV HTS,2322 UNIVERSITY AVENUE,757350,12/18/19
KINGSBRIDGE/JEROME PARK,3459 FORT INDEPENDENCE STREET,580000,12/18/19
MELROSE/CONCOURSE,"1100 GRAND CONCOURSE, 2L",570000,12/18/19
MOTT HAVEN/PORT MORRIS,940 EAST 149 STREET,9000000,12/18/19
RIVERDALE,6164 DELAFIELD AVENUE,675000,12/18/19
RIVERDALE,"60 KNOLLS CRESCENT, 8C",173663,12/18/19
RIVERDALE,"3030 JOHNSON AVENUE, 3-A",220000,12/18/19
RIVERDALE,"4705 HENRY HUDSON PARKWAY, 9M",227000,12/18/19
RIVERDALE,"5900 ARLINGTON AVENUE, 15N",110000,12/18/19
SOUNDVIEW,1975 GILDERSLEEVE AVENUE,475000,12/18/19
SOUNDVIEW,1339 ROSEDALE AVENUE,705000,12/18/19
THROGS NECK,831 LOGAN AVENUE,475000,12/18/19
THROGS NECK,4340 EAST TREMONT AVENUE,415000,12/18/19
