NEIGHBORHOOD,ADDRESS,Sale Price,SALE DATE
UPPER EAST SIDE (59-79),"440 EAST 79TH STREET, 7B",1261406,10/23/19
UPPER EAST SIDE (59-79),"181 EAST 65TH STREET, 15A",2650000,10/23/19
UPPER EAST SIDE (59-79),"404 EAST 76TH STREET, 6K",1200000,10/23/19
UPPER EAST SIDE (79-96),"208 EAST 90 STREET, 5W",475157,10/23/19
UPPER EAST SIDE (79-96),"1241 LEXINGTON AVE, 14B",800000,10/23/19
UPPER EAST SIDE (79-96),"124 EAST 91ST STREET, 1B",520000,10/23/19
UPPER EAST SIDE (79-96),"166 EAST 96TH STREET, 7C",585000,10/23/19
UPPER EAST SIDE (79-96),"340 EAST 93RD STREET, 22A",605000,10/23/19
UPPER EAST SIDE (79-96),"80 EAST END AVENUE, 4K",1175000,10/23/19
UPPER EAST SIDE (79-96),"90 EAST END AVENUE, 14B",2970000,10/23/19
UPPER EAST SIDE (96-110),"16 EAST 98TH STREET, 7DE",1450000,10/23/19
UPPER WEST SIDE (59-79),"169 WEST 73RD STREET, 8",435000,10/23/19
UPPER WEST SIDE (59-79),"126 WEST 73RD STREET, 9C",305000,10/23/19
UPPER WEST SIDE (59-79),"170 WEST 74TH STREET, 1008",489500,10/23/19
UPPER WEST SIDE (59-79),"50 RIVERSIDE BOULEVARD, 5G",2035000,10/23/19
UPPER WEST SIDE (59-79),"120 RIVERSIDE BOULEVARD, 14V",875000,10/23/19
UPPER WEST SIDE (59-79),"80 RIVERSIDE BOULEVARD, 7H",1290000,10/23/19
UPPER WEST SIDE (59-79),"120 RIVERSIDE BOULEVARD, SU70",875000,10/23/19
UPPER WEST SIDE (79-96),"155 WEST 80TH STREET, 3F",540000,10/23/19
UPPER WEST SIDE (79-96),"46 WEST 83RD STREET, 8CE",1351000,10/23/19
UPPER WEST SIDE (79-96),"336 CENTRAL PARK WEST, 15D",850000,10/23/19
WASHINGTON HEIGHTS UPPER,"120 CABRINI BOULEVARD, 125",340000,10/23/19
WASHINGTON HEIGHTS UPPER,"120 CABRINI BOULEVARD, 124",900000,10/23/19
WASHINGTON HEIGHTS UPPER,"45 OVERLOOK TERRACE, 3D",332000,10/23/19
ALPHABET CITY,"143 AVENUE B, 9E",935000,10/24/19
CHELSEA,"237 WEST 15TH STREET, 4B",560000,10/24/19
CHELSEA,"365 WEST 20TH STREET, 9D",555000,10/24/19
CHELSEA,"315 WEST 23RD, 6F",1500000,10/24/19
CHELSEA,"250 WEST 15TH STREET, 6C",1215000,10/24/19
CHELSEA,"148 WEST 23RD STREET, 4/5K",1310000,10/24/19
CHELSEA,158 WEST 27 STREET,99350000,10/24/19
CIVIC CENTER,"91 LEONARD STREET, 8A",2541756,10/24/19
CIVIC CENTER,"91 LEONARD STREET, 8G",1403200,10/24/19
CIVIC CENTER,"91 LEONARD STREET, 9G",2431785,10/24/19
CIVIC CENTER,"91 LEONARD STREET, SU52",2431785,10/24/19
CLINTON,"457 WEST 57TH STREET, 1103",375000,10/24/19
CLINTON,"635 WEST 42ND STREET, 16N",945000,10/24/19
FASHION,520 8TH AVENUE,35500000,10/24/19
FLATIRON,"10 WEST 15TH STREET, 1715",985000,10/24/19
GRAMERCY,"205 THIRD AVENUE, 8W",899000,10/24/19
GREENWICH VILLAGE-CENTRAL,"40-50 EAST 10TH STREET, 3K",1995000,10/24/19
GREENWICH VILLAGE-CENTRAL,"184 THOMPSON STREET, 3W",790000,10/24/19
GREENWICH VILLAGE-CENTRAL,197 BLEECKER STREET,5000000,10/24/19
GREENWICH VILLAGE-CENTRAL,"10 EAST 14TH STREET, 1",1635040,10/24/19
GREENWICH VILLAGE-WEST,"180 WEST HOUSTON STREET, 10F",1175000,10/24/19
GREENWICH VILLAGE-WEST,"92 HORATIO STREET, 2N",580000,10/24/19
HARLEM-CENTRAL,"1485 FIFTH AVE, 19C",1625000,10/24/19
HARLEM-CENTRAL,"2351 ADAM CLAYTON POWELL, 806/P",998000,10/24/19
INWOOD,"115 PAYSON AVENUE, 1EF",815000,10/24/19
KIPS BAY,"330 EAST 33RD STREET, 21-K",810000,10/24/19
KIPS BAY,"333 EAST 34 STREET, 7J",770000,10/24/19
KIPS BAY,"630 FIRST AVE, 3L",1,10/24/19
LOWER EAST SIDE,"210 EAST BROADWAY, H405",720000,10/24/19
LOWER EAST SIDE,"250 SOUTH STREET, 62J",6254030,10/24/19
MIDTOWN EAST,"860 UNITED NATIONS PLAZA, 20C",1250000,10/24/19
MURRAY HILL,"210 EAST 36TH STREET, 8J",427000,10/24/19
MURRAY HILL,"45 PARK AVENUE, 801",1560708,10/24/19
MURRAY HILL,"45 PARK AVENUE, 806",534668,10/24/19
TRIBECA,"250 WEST STREET, 5E",3620000,10/24/19
UPPER EAST SIDE (59-79),"900 FIFTH AVE, 5B",3450000,10/24/19
UPPER EAST SIDE (59-79),"118 EAST 60TH STREET, 22F",540000,10/24/19
UPPER EAST SIDE (59-79),"201 EAST 62ND STREET, 8D",1475000,10/24/19
UPPER EAST SIDE (59-79),"220 EAST 73RD STREET, 11-H",995000,10/24/19
UPPER EAST SIDE (59-79),"220 EAST 73RD STREET, 7F",780139,10/24/19
UPPER EAST SIDE (59-79),"220 EAST 73RD STREET, 7GH",1583920,10/24/19
UPPER EAST SIDE (59-79),"301 EAST 78TH STREET, 6C",1275000,10/24/19
UPPER EAST SIDE (59-79),"405 EAST 63RD STREET, 2G",468000,10/24/19
UPPER EAST SIDE (59-79),"340 EAST 64 STREET, 4S",1375000,10/24/19
UPPER EAST SIDE (79-96),"1010 FIFTH AVENUE, 7D",3054900,10/24/19
UPPER EAST SIDE (79-96),"970 PARK AVENUE, 2N",1775000,10/24/19
UPPER EAST SIDE (79-96),"448 EAST 87TH STREET, 3D",265000,10/24/19
UPPER EAST SIDE (79-96),"120 EAST 90TH STREET, 7H",610000,10/24/19
UPPER EAST SIDE (79-96),"350 EAST 82ND STREET, 6N",920000,10/24/19
UPPER WEST SIDE (59-79),"145 CENTRAL PARK WEST, 1-I",2875000,10/24/19
UPPER WEST SIDE (59-79),"170 WEST 76TH STREET, 401",1055000,10/24/19
UPPER WEST SIDE (59-79),"201 WEST 72ND STREET, 10D",1800000,10/24/19
UPPER WEST SIDE (59-79),"200 RIVERSIDE BOULEVARD, 39C",2082500,10/24/19
UPPER WEST SIDE (79-96),"121 WEST 80TH STREET, 1F/1R",1265000,10/24/19
UPPER WEST SIDE (79-96),"186 WEST 80TH STREET, 8M",615000,10/24/19
WASHINGTON HEIGHTS UPPER,"860 WEST 181ST STREET, 25",408000,10/24/19
WASHINGTON HEIGHTS UPPER,"24 BENNETT AVENUE, 45B",365000,10/24/19
CHELSEA,"236 WEST 26TH STREET, 2W",4575000,10/25/19
CHELSEA,"170 WEST 23 STREET, 2B",100,10/25/19
CIVIC CENTER,"91 LEONARD STREET, 7C",2701622,10/25/19
CIVIC CENTER,"91 LEONARD STREET, 8E",1270400,10/25/19
CIVIC CENTER,"91 LEONARD STREET, 11E",1377897,10/25/19
CLINTON,"408 WEST 57TH STREET, 6B",501473,10/25/19
CLINTON,"416 WEST 52ND STREET, 426",1450000,10/25/19
FASHION,"1200 BROADWAY, 3E",1875000,10/25/19
FASHION,"36 W. 35TH ST., 6C",430000,10/25/19
FASHION,"134 WEST 29TH STREET, 1002",1575000,10/25/19
FASHION,"134 WEST 29TH STREET, 1001",1575000,10/25/19
FINANCIAL,"75 WALL STREET, 19N",1060000,10/25/19
FINANCIAL,"164 PEARL STREET, 8F",500,10/25/19
GRAMERCY,"245 EAST 24TH STREET, 7G",781000,10/25/19
GREENWICH VILLAGE-CENTRAL,"2 EAST 12TH STREET, 5",800000,10/25/19
GREENWICH VILLAGE-WEST,255 WEST 11TH STREET,17450000,10/25/19
HARLEM-CENTRAL,"23 WEST 116TH STREET, 7F",800000,10/25/19
HARLEM-CENTRAL,"70 WEST 139 STREET, 8H",465381,10/25/19
HARLEM-CENTRAL,"266 WEST 115TH STREET, 7A",1165000,10/25/19
HARLEM-CENTRAL,"2351 ADAM CLAYTON POWELL, 810/P",645000,10/25/19
INWOOD,"581 ACADEMY STREET, 4D",385000,10/25/19
JAVITS CENTER,"15 HUDSON YARDS, 80E",7522750,10/25/19
KIPS BAY,"340 EAST 23RD STREET, 8B",670000,10/25/19
LOWER EAST SIDE,"196 ORCHARD STREET, 8Q",1272000,10/25/19
LOWER EAST SIDE,"196 ORCHARD STREET, 9G",1500000,10/25/19
LOWER EAST SIDE,"196 ORCHARD STREET, SU5",1500000,10/25/19
MIDTOWN EAST,"333 EAST 46TH, 18E",650000,10/25/19
MIDTOWN WEST,"230 WEST 56TH STREET, 59D",3200000,10/25/19
MIDTOWN WEST,157 WEST 47TH STREET,34641300,10/25/19
MURRAY HILL,"165 EAST 32ND STREET, 11C",457000,10/25/19
MURRAY HILL,"211 EAST 35TH STREET, 8E",868000,10/25/19
MURRAY HILL,"277 FIFTH AVENUE, 26A",3281808,10/25/19
MURRAY HILL,"155 EAST 34TH STREET, 4J",320000,10/25/19
SOHO,"565 BROOME STREET, S21A",4700000,10/25/19
SOHO,"90 PRINCE STREET, 8A",2250000,10/25/19
SOUTHBRIDGE,"333 PEARL STREET, 8M",688888,10/25/19
UPPER EAST SIDE (59-79),"936 FIFTH AVENUE, 8B",4500000,10/25/19
UPPER EAST SIDE (59-79),"50 EAST 77TH STREET, 5A",4995000,10/25/19
UPPER EAST SIDE (59-79),"575 PARK AVENUE, 15013",2600000,10/25/19
UPPER EAST SIDE (59-79),"404 EAST 66TH STREET, 6F",950000,10/25/19
UPPER EAST SIDE (59-79),"200 EAST 69TH STREET, SU112",16000,10/25/19
UPPER EAST SIDE (79-96),"531 E 87TH ST, 2B",285000,10/25/19
UPPER EAST SIDE (79-96),"975 PARK AVENUE, 15B",5300000,10/25/19
UPPER EAST SIDE (79-96),"446 EAST 86TH STREET, 15E",394000,10/25/19
UPPER EAST SIDE (79-96),"501 E 79TH ST, 9B",995000,10/25/19
UPPER EAST SIDE (96-110),"1200 5 AVENUE, 1AC",1895000,10/25/19
UPPER WEST SIDE (59-79),"50 WEST 67 STREET, 3C",1350000,10/25/19
UPPER WEST SIDE (59-79),"30 WEST 63RD STREET, 25AB",2975000,10/25/19
UPPER WEST SIDE (59-79),"80 RIVERSIDE BOULEVARD, 22D",3070000,10/25/19
UPPER WEST SIDE (59-79),"2211 BROADWAY, 1J",1400000,10/25/19
UPPER WEST SIDE (79-96),"139 W 85TH, 3",980000,10/25/19
UPPER WEST SIDE (79-96),"215 WEST 95TH STREET, 4F",895000,10/25/19
UPPER WEST SIDE (79-96),"250 WEST 89TH STREET, 3/4F",940000,10/25/19
WASHINGTON HEIGHTS LOWER,"537 WEST 156TH STREET, 21",36133,10/25/19
WASHINGTON HEIGHTS LOWER,"526 WEST 158TH STREET, 63",113000,10/25/19
WASHINGTON HEIGHTS UPPER,"245 BENNETT AVENUE, 6E",365500,10/25/19
GREENWICH VILLAGE-CENTRAL,"77 EAST 12TH STREET, 14C",747000,10/26/19
ALPHABET CITY,"311 EAST 3RD STREET, 30",465000,10/28/19
CHELSEA,"130 WEST 20TH STREET, PH11B",4232500,10/28/19
CIVIC CENTER,"49-51 CHAMBERS STREET, PHB",8750000,10/28/19
CIVIC CENTER,"66 LEONARD STREET, 8B",4000000,10/28/19
CIVIC CENTER,"91 LEONARD STREET, 6F",1277904,10/28/19
CIVIC CENTER,"91 LEONARD STREET, SU3",1277904,10/28/19
CLINTON,"457 WEST 57TH STREET, 306",580000,10/28/19
CLINTON,"425 WEST 50TH STREET, PH-B",5900000,10/28/19
EAST VILLAGE,"217 EAST 5TH STREET, COMM",1200000,10/28/19
FINANCIAL,"120 GREENWICH STREET, 4H",695000,10/28/19
FLATIRON,"22 WEST 15TH STREET, 19D",2900000,10/28/19
FLATIRON,"49 EAST 21ST STREET, 8B",1890000,10/28/19
GRAMERCY,"39 GRAMERCY PARK NORTH, 1BC",1850000,10/28/19
GRAMERCY,"205 THIRD AVENUE, 16M",865513,10/28/19
GREENWICH VILLAGE-CENTRAL,"115 EAST 9TH STREET, 16H",1150000,10/28/19
GREENWICH VILLAGE-CENTRAL,"60 EAST 9TH STREET, 512",400000,10/28/19
HARLEM-UPPER,542 WEST 153 STREET,19000000,10/28/19
INWOOD,N/A TERRACE VIEW AVENUE,207500,10/28/19
LOWER EAST SIDE,"250 SOUTH STREET, 43L",2570666,10/28/19
LOWER EAST SIDE,"250 SOUTH STREET, 54L",2614656,10/28/19
LOWER EAST SIDE,"115 NORFOLK STREET, 402",1150000,10/28/19
MIDTOWN EAST,"220 E. 54TH ST, 4A",620000,10/28/19
MIDTOWN EAST,"16 SUTTON PLACE, 3A",1410000,10/28/19
MIDTOWN WEST,"325 WEST 45TH STREET, 806",350000,10/28/19
MIDTOWN WEST,"353 WEST 56 STREET, 5K",640000,10/28/19
MURRAY HILL,"233 EAST 31ST STREET, 3",2200000,10/28/19
MURRAY HILL,"277 FIFTH AVENUE, 12B",1700000,10/28/19
MURRAY HILL,"325 LEXINGTON, 9C",770000,10/28/19
SOHO,"17 CHARLTON STREET, B",1,10/28/19
SOUTHBRIDGE,"333 PEARL STREET, 17L",999000,10/28/19
UPPER EAST SIDE (59-79),"223 EAST 69TH STREET, 12M",435000,10/28/19
UPPER EAST SIDE (59-79),"360 EAST 72ND STREET, A709",445000,10/28/19
UPPER EAST SIDE (59-79),"530 EAST 76TH STREET, 11A",860000,10/28/19
UPPER EAST SIDE (79-96),"227 EAST 87TH STREET, D",940000,10/28/19
UPPER EAST SIDE (79-96),"960 PARK AVENUE, 11A",2825000,10/28/19
UPPER EAST SIDE (79-96),"50 EAST 89 STREET, 8C",1025000,10/28/19
UPPER EAST SIDE (79-96),"131 EAST 81ST STREET, 2A3A",2975000,10/28/19
UPPER EAST SIDE (79-96),"1185 PARK AVE, 4E",2800000,10/28/19
UPPER EAST SIDE (79-96),"501 EAST 79TH STREET, 2D",1350000,10/28/19
UPPER WEST SIDE (59-79),"15 WEST 72ND STREET, 9-P",1150000,10/28/19
UPPER WEST SIDE (59-79),"263 WEST END AVENUE, 7B",810000,10/28/19
UPPER WEST SIDE (59-79),"2109 BROADWAY, 4-02",850000,10/28/19
UPPER WEST SIDE (59-79),"160 WEST END AVENUE, 2R",550000,10/28/19
UPPER WEST SIDE (59-79),"142 WEST END AVENUE, 1112T",955000,10/28/19
UPPER WEST SIDE (79-96),"141 WEST 85TH STREET, 4",989000,10/28/19
UPPER WEST SIDE (79-96),"140 RIVERSIDE DRIVE, 16D",1185000,10/28/19
UPPER WEST SIDE (96-116),"299 RIVERSIDE DRIVE, 3E",1075000,10/28/19
UPPER WEST SIDE (96-116),"310 WEST 106TH STREET, 17C",960000,10/28/19
UPPER WEST SIDE (96-116),"200 WEST 109TH STREET, A6",755000,10/28/19
WASHINGTON HEIGHTS LOWER,857 RIVERSIDE DRIVE,975000,10/28/19
ALPHABET CITY,"185 EAST 2ND, 3A",450000,10/29/19
CHELSEA,105 WEST 17TH STREET,1706399,10/29/19
CHELSEA,"335 W 21ST STREET, RE",717000,10/29/19
CHELSEA,"210 WEST 21ST ST, 4RE",1070000,10/29/19
CIVIC CENTER,"108 LEONARD STREET, 3A",2851459,10/29/19
CIVIC CENTER,"108 LEONARD STREET, 3L",2660850,10/29/19
CIVIC CENTER,"91 LEONARD STREET, 15B",3200000,10/29/19
CIVIC CENTER,"91 LEONARD STREET, SU47",3200000,10/29/19
EAST VILLAGE,"75 EAST 4TH STREET, 4A",1800,10/29/19
GRAMERCY,"220 3 AVENUE, 5B",1850000,10/29/19
GREENWICH VILLAGE-CENTRAL,167 CROSBY STREET,2350000,10/29/19
GREENWICH VILLAGE-WEST,"101 WEST 12TH STREET, 6L",739000,10/29/19
HARLEM-CENTRAL,55 WEST 126TH STREET,1375000,10/29/19
HARLEM-UPPER,425 CONVENT,2769000,10/29/19
HARLEM-UPPER,"507 WEST 140TH STREET, 53",517500,10/29/19
JAVITS CENTER,"553 WEST 30TH STREET, 32A",4974190,10/29/19
KIPS BAY,"300 EAST 33RD STREET, 12-K",760000,10/29/19
LOWER EAST SIDE,"250 SOUTH STREET, 50H",1419368,10/29/19
MIDTOWN EAST,"5 TUDOR CITY PLACE, 1206",446160,10/29/19
MIDTOWN EAST,"25 TUDOR CITY PLACE, 1115",300000,10/29/19
MIDTOWN EAST,"345 EAST 52ND STREET, 3H",450000,10/29/19
MIDTOWN EAST,"45 SUTTON PLACE SOUTH, 12F",2500000,10/29/19
MIDTOWN EAST,"25 SUTTON PLACE SOUTH, 12F",1500000,10/29/19
MIDTOWN EAST,"211 EAST 53RD, 8B",1175000,10/29/19
MIDTOWN EAST,"211 EAST 53RD, 8A",1175000,10/29/19
MIDTOWN EAST,"225 E 57TH STREET, 1S",515000,10/29/19
MIDTOWN WEST,"50 WEST 47TH STREET, 10C",1500000,10/29/19
MURRAY HILL,"155 EAST 38TH STREET, 16H",610000,10/29/19
SOHO,"554 BROOME STREET, R6",4999900,10/29/19
SOUTHBRIDGE,"324 PEARL ST, 1D",830000,10/29/19
UPPER EAST SIDE (59-79),"880 FIFTH AVENUE, 3K",1550000,10/29/19
UPPER EAST SIDE (59-79),"907 FIFTH AVENUE, 3A",1275000,10/29/19
UPPER EAST SIDE (59-79),"118 EAST 60TH STREET, 25G",1162500,10/29/19
UPPER EAST SIDE (59-79),"315 EAST 69TH STREET, 1C",460000,10/29/19
UPPER EAST SIDE (59-79),"233 EAST 69TH STREET, 14J",875000,10/29/19
UPPER EAST SIDE (79-96),"1192 PARK AVENUE, 9B",3737000,10/29/19
UPPER EAST SIDE (79-96),"70 EAST 96TH STREET, 9A/B",4999999,10/29/19
UPPER EAST SIDE (79-96),"60 EAST 96TH STREET, 3A",1600000,10/29/19
UPPER EAST SIDE (79-96),"166 EAST 96TH STREET, 10B",990000,10/29/19
UPPER EAST SIDE (79-96),"225 EAST 79TH STREET, 3D",560000,10/29/19
UPPER EAST SIDE (79-96),"446 EAST 86TH STREET, 10B",490000,10/29/19
UPPER WEST SIDE (59-79),124 WEST 73RD STREET,4150000,10/29/19
UPPER WEST SIDE (59-79),"1 WEST 67TH STREET, 309",1150000,10/29/19
UPPER WEST SIDE (59-79),"119 WEST 71ST STREET, 5D",965000,10/29/19
UPPER WEST SIDE (59-79),"201 WEST 70TH STREET, 37G",1270000,10/29/19
UPPER WEST SIDE (59-79),"303 WEST 66TH ST, 15GE",945000,10/29/19
UPPER WEST SIDE (79-96),255 WEST 91ST STREET,3200000,10/29/19
UPPER WEST SIDE (79-96),"490 WEST END AVENUE, 4B",2129150,10/29/19
UPPER WEST SIDE (79-96),"2373 BROADWAY, RSD 1",1650000,10/29/19
UPPER WEST SIDE (96-116),"250 WEST 103RD STREET, 4B",1370000,10/29/19
ALPHABET CITY,"327 EAST 3RD STREET, 4B",550000,10/30/19
ALPHABET CITY,"631 EAST 9TH STREET, 4A",1355000,10/30/19
ALPHABET CITY,"631 EAST 9TH STREET, S3",1355000,10/30/19
CHELSEA,"458 WEST 23RD STREET, BR",550000,10/30/19
CHELSEA,"252 WEST 21 STREET, 3E",920000,10/30/19
CHELSEA,"261 WEST 22ND STREET, 12",606000,10/30/19
CHELSEA,"130 WEST 16TH ST, 25",760000,10/30/19
CHELSEA,"251 WEST 19TH STREET, 4C",2225000,10/30/19
CIVIC CENTER,"108 LEONARD STREET, 4I",2037302,10/30/19
CIVIC CENTER,"108 LEONARD STREET, 4L",2760895,10/30/19
CIVIC CENTER,"91 LEONARD STREET, 12G",2483512,10/30/19
CLINTON,"857 9 AVENUE, 3C",450000,10/30/19
CLINTON,"500 WEST 43RD STREET, 11C",850000,10/30/19
EAST VILLAGE,"315 EAST 12TH STREET, 26",455000,10/30/19
FINANCIAL,"20 PINE STREET, 2115",760000,10/30/19
GRAMERCY,"121 EAST 22ND STREET, N404",1604202,10/30/19
GRAMERCY,"200 EAST 21ST STREET, 2B",1395255,10/30/19
GREENWICH VILLAGE-CENTRAL,"79 WEST 12TH STREET, 8C",618000,10/30/19
GREENWICH VILLAGE-CENTRAL,"25 WEST 13TH STREET, 1MS",610000,10/30/19
GREENWICH VILLAGE-CENTRAL,"110 3 AVENUE, 17B",2140000,10/30/19
GREENWICH VILLAGE-WEST,"32 JONES STREET, 1C",570000,10/30/19
GREENWICH VILLAGE-WEST,"90 MORTON STREET, 4A",8850000,10/30/19
GREENWICH VILLAGE-WEST,"222 WEST 14TH STREET, 7B",1275000,10/30/19
GREENWICH VILLAGE-WEST,"75 BANK STREET, 1CDE",2300000,10/30/19
HARLEM-CENTRAL,"2300 FREDERICK DOUGLASS BOULEVARD, 7A",757500,10/30/19
HARLEM-UPPER,457 WEST 148 STREET,2275000,10/30/19
JAVITS CENTER,"553 WEST 30TH STREET, 24J",2791871,10/30/19
JAVITS CENTER,"553 WEST 30TH STREET, 26C",4637788,10/30/19
KIPS BAY,"300 EAST 40TH STREET, 21K",1565000,10/30/19
LITTLE ITALY,"199 MOTT STREET, 5B",2600000,10/30/19
LOWER EAST SIDE,"575 GRAND STREET, E1404",570000,10/30/19
LOWER EAST SIDE,"31 MONROE STREET, 11A",650000,10/30/19
LOWER EAST SIDE,"255 BOWERY, RESPH",3143910,10/30/19
MIDTOWN CBD,"117 EAST 57TH STREET, 50A",81923,10/30/19
MIDTOWN CBD,"117 EAST 57TH STREET, 50B",81923,10/30/19
MIDTOWN EAST,"860 UNITED NATIONS PLAZA, 35/36",1375188,10/30/19
MIDTOWN EAST,"25 SUTTON PLACE SOUTH, 5D",1150000,10/30/19
MIDTOWN EAST,"225 EAST 46TH STREET, 1J",590000,10/30/19
MIDTOWN WEST,"100 WEST 57TH STREET, 12Q",100000,10/30/19
MIDTOWN WEST,"106 CENTRAL PARK SOUTH, 6H",925000,10/30/19
MIDTOWN WEST,"393 WEST 49TH STREET, 4C",809000,10/30/19
MIDTOWN WEST,"62 WEST 47TH STREET, 306/8",1315000,10/30/19
MIDTOWN WEST,"106 CENTRAL PARK SOUTH, 4-13",925000,10/30/19
MURRAY HILL,"145 EAST 29TH STREET, 2E",375000,10/30/19
MURRAY HILL,"123 EAST 37TH STREET, 11C",887500,10/30/19
MURRAY HILL,"211 MADISON AVENUE, 4B",1030000,10/30/19
MURRAY HILL,"200 EAST 32ND STREET, 18D",1575000,10/30/19
SOHO,181 VARICK STREET,59350000,10/30/19
TRIBECA,"212 WARREN, 10N",1675000,10/30/19
TRIBECA,"21 SOUTH END AVENUE, 221",1580000,10/30/19
UPPER EAST SIDE (59-79),36 EAST 64TH STREET,9737500,10/30/19
UPPER EAST SIDE (59-79),"205 EAST 77TH STREET, 3H",337000,10/30/19
UPPER EAST SIDE (59-79),"923 5TH AVENUE, 8G",1800000,10/30/19
UPPER EAST SIDE (79-96),46 EAST 82ND STREET,15100000,10/30/19
UPPER EAST SIDE (79-96),"225 EAST 79TH STREET, 11CD",1325000,10/30/19
UPPER EAST SIDE (79-96),"340 EAST 93RD STREET, 20A",580000,10/30/19
UPPER EAST SIDE (79-96),"215 EAST 80TH STREET, 7D",10,10/30/19
UPPER WEST SIDE (59-79),"23 WEST 73RD STREET, 101",1860000,10/30/19
UPPER WEST SIDE (59-79),"151 WEST 74TH STREET, 4D",1080000,10/30/19
UPPER WEST SIDE (59-79),"11 RIVERSIDE DRIVE, 15-OW",675000,10/30/19
UPPER WEST SIDE (59-79),"11 RIVERSIDE DRIVE, 11KW",889000,10/30/19
UPPER WEST SIDE (59-79),"240 RIVERSIDE BOULEVARD, 6 F",665000,10/30/19
UPPER WEST SIDE (59-79),"161 WEST 75TH STREET, 9D",2450000,10/30/19
UPPER WEST SIDE (59-79),"160 WEST END AVENUE, 22L",575000,10/30/19
UPPER WEST SIDE (59-79),"205 WEST END AVENUE, 15U",1,10/30/19
UPPER WEST SIDE (59-79),"205 WEST END AVENUE, 14B",780000,10/30/19
UPPER WEST SIDE (59-79),125 WEST END AVENUE,230000000,10/30/19
UPPER WEST SIDE (59-79),N/A WEST END AVENUE,230000000,10/30/19
UPPER WEST SIDE (79-96),"100 RIVERSIDE DRIVE, 10A",3150000,10/30/19
UPPER WEST SIDE (96-116),"380 RIVERSIDE DRIVE, 6C",520000,10/30/19
WASHINGTON HEIGHTS UPPER,567 WEST 187TH STREET,1200000,10/30/19
WASHINGTON HEIGHTS UPPER,"14 BOGARDUS PLACE, 4R",342000,10/30/19
ALPHABET CITY,268 EAST 7TH STREET,4350000,10/31/19
ALPHABET CITY,"213 EAST 2ND STREET, #9",300000,10/31/19
CHELSEA,"436 WEST 23RD STREET, A",2650000,10/31/19
CHELSEA,"420 WEST 25TH STREET, 7E",1900000,10/31/19
CHELSEA,"140 7 AVENUE, 5G",900000,10/31/19
CHELSEA,"249 8TH AVE, RES",525000,10/31/19
CHELSEA,"300 WEST 23RD ST, 7F",455000,10/31/19
CIVIC CENTER,"91 LEONARD STREET, 3B",1464447,10/31/19
CIVIC CENTER,"91 LEONARD STREET, 10G",2328200,10/31/19
CIVIC CENTER,"91 LEONARD STREET, SU46",2328200,10/31/19
FINANCIAL,"15 BROAD STREET, 1812",1781938,10/31/19
FINANCIAL,"15 BROAD STREET, 2300",1995000,10/31/19
GRAMERCY,"7 LEXINGTON AVENUE, 9-A",1300000,10/31/19
GRAMERCY,"323 PARK AVENUE SOUTH, 9",4000000,10/31/19
GREENWICH VILLAGE-WEST,"126 WEST 11TH STREET, 64",1750000,10/31/19
GREENWICH VILLAGE-WEST,"56 JANE STREET, 4G",479241,10/31/19
HARLEM-CENTRAL,189 LENOX AVENUE,3000000,10/31/19
JAVITS CENTER,"553 WEST 30TH STREET, 24D",3728750,10/31/19
LOWER EAST SIDE,"453 FDR DRIVE, C1307",880000,10/31/19
LOWER EAST SIDE,"250 SOUTH STREET, 54C",4009745,10/31/19
MANHATTAN VALLEY,"392 CENTRAL PARK WEST, 9H",835000,10/31/19
MIDTOWN CBD,"2 EAST 55TH STREET, HOTEL",298000000,10/31/19
MIDTOWN CBD,"2 EAST 55TH STREET, 1009",12000000,10/31/19
MIDTOWN CBD,"2 EAST 55TH STREET, 1022",12000000,10/31/19
MIDTOWN CBD,"2 EAST 55TH STREET, 1101",12000000,10/31/19
MIDTOWN CBD,"2 EAST 55TH STREET, 1107",12000000,10/31/19
MIDTOWN CBD,"2 EAST 55TH STREET, 1115",12000000,10/31/19
MIDTOWN CBD,"2 EAST 55TH STREET, 1122",12000000,10/31/19
MIDTOWN CBD,"2 EAST 55TH STREET, 1108",12000000,10/31/19
MIDTOWN EAST,"25 TUDOR CITY PLACE, 616",436020,10/31/19
MIDTOWN EAST,"310 EAST 49TH STREET, 7H",380000,10/31/19
MIDTOWN EAST,"240 EAST 47TH STREET, 17D",1900000,10/31/19
MIDTOWN EAST,"866 UNITED NATIONS PLAZA, 222",13928700,10/31/19
MIDTOWN WEST,"220 CENTRAL PARK SOUTH, 20C",1909219,10/31/19
MIDTOWN WEST,"220 CENTRAL PARK SOUTH, 49A",64149750,10/31/19
MIDTOWN WEST,"1335 6TH AVENUE, HU3",15000,10/31/19
MURRAY HILL,"288 LEXINGTON AVENUE, 12C",400000,10/31/19
SOHO,"112 GREENE STREET, 3",4750000,10/31/19
SOHO,"565 BROOME STREET, N5E",1509057,10/31/19
SOHO,"481 GREENWICH STREET, 3B",1550000,10/31/19
TRIBECA,"111 MURRAY STREET, 15B",1900000,10/31/19
UPPER EAST SIDE (59-79),"509 EAST 77TH, 6F",530000,10/31/19
UPPER EAST SIDE (59-79),"650 PARK AVENUE, 14B",990000,10/31/19
UPPER EAST SIDE (59-79),"815 PARK AVENUE, 6C",2725000,10/31/19
UPPER EAST SIDE (59-79),"360 EAST 72ND STREET, A704",625000,10/31/19
