NEIGHBORHOOD,ADDRESS,Sale Price,SALE DATE
CHELSEA,"245 10TH AVENUE, 10/5E",2275000,10/1/19
CHELSEA,"459 WEST 18TH ST, PH2",7900000,10/1/19
CHINATOWN,"161 GRAND STREET, 3B",2575000,10/1/19
CIVIC CENTER,"215 PARK ROW, 18C",690000,10/1/19
CIVIC CENTER,"108 LEONARD STREET, 9L",2828387,10/1/19
CIVIC CENTER,"91 LEONARD STREET, 3C",2574340,10/1/19
CIVIC CENTER,"91 LEONARD STREET, SU20",2574340,10/1/19
CLINTON,"433 WEST 54TH STREET, 12",350000,10/1/19
CLINTON,"529 WEST 42ND STREET, 7/8X",1572800,10/1/19
EAST VILLAGE,"24 2 AVENUE, 6E",1237174,10/1/19
FLATIRON,"7 EAST 14TH STREET, 328",649000,10/1/19
FLATIRON,"5 EAST 22ND STREET, 15-H",1215000,10/1/19
FLATIRON,"69 FIFTH AVENUE, 9F",1215000,10/1/19
GRAMERCY,"122 EAST 23RD STREET, N1103",1464447,10/1/19
GREENWICH VILLAGE-CENTRAL,"50 WEST 9TH STREET, 1A",1040000,10/1/19
GREENWICH VILLAGE-CENTRAL,"42 WEST 13TH STREET, 5B",747500,10/1/19
HARLEM-CENTRAL,50 HAMILTON TERRACE,3800000,10/1/19
HARLEM-CENTRAL,"2460 7TH AVENUE, 57",200000,10/1/19
HARLEM-CENTRAL,"70 WEST 139 STREET, 5F",533786,10/1/19
HARLEM-CENTRAL,"1485 5 AVENUE, 16G",1100000,10/1/19
HARLEM-UPPER,"558 W 150TH STREET, 401",1150000,10/1/19
HARLEM-WEST,"512 WEST 135TH STREET, 64",36106,10/1/19
MANHATTAN VALLEY,"2131 FREDERICK DOUGLAS BLVD, 7F",2150000,10/1/19
MIDTOWN CBD,"117 EAST 57TH STREET, 27A",1850000,10/1/19
MIDTOWN CBD,"2 EAST 55TH STREET, 1036",293034,10/1/19
MIDTOWN EAST,"333 E 55TH ST, 6G",799000,10/1/19
MIDTOWN EAST,"10 MITCHELL PLACE, 9F",480000,10/1/19
MIDTOWN EAST,"845 UNITED NATIONS PLAZA, 33E",2042500,10/1/19
MIDTOWN EAST,"959 1 AVENUE, 11B",1730000,10/1/19
MIDTOWN WEST,"310 WEST 56TH STREET, 2E",462500,10/1/19
MURRAY HILL,"50 PARK AVENUE, PHE",1470150,10/1/19
MURRAY HILL,"225 EAST 36TH STREET, 6F",535000,10/1/19
MURRAY HILL,"155 EAST 34TH STREET, 12F",1065000,10/1/19
ROOSEVELT ISLAND,"425 MAIN STREET, 14L",1675000,10/1/19
SOUTHBRIDGE,"90 GOLD STREET, 24-C",1060000,10/1/19
TRIBECA,"250 SOUTH END AVENUE, 5B",675000,10/1/19
UPPER EAST SIDE (59-79),"236 EAST 78TH STREET, 5B",363750,10/1/19
UPPER EAST SIDE (59-79),"30 E 62ND STREET, 6B",1485000,10/1/19
UPPER EAST SIDE (59-79),"165 EAST 72ND STREET, 3B",540000,10/1/19
UPPER EAST SIDE (59-79),"1065 LEXINGTON AVENUE, 2B",2065000,10/1/19
UPPER EAST SIDE (79-96),310 EAST 81ST STREET,10,10/1/19
UPPER EAST SIDE (79-96),"51 EAST 90TH STREET, 5B",1625000,10/1/19
UPPER EAST SIDE (79-96),"1 GRACIE SQUARE, 15-E",1390500,10/1/19
UPPER WEST SIDE (59-79),"270 WEST END AVE, 5S",2950000,10/1/19
UPPER WEST SIDE (59-79),"41 WEST 72ND STREET, 10F",962246,10/1/19
UPPER WEST SIDE (79-96),"215 WEST 92ND STREET, 4E",1475000,10/1/19
UPPER WEST SIDE (79-96),"30 WEST 90TH STREET, 7A",2350000,10/1/19
UPPER WEST SIDE (79-96),"30 WEST 90TH STREET, 7B",2350000,10/1/19
UPPER WEST SIDE (96-116),"395 RIVERSIDE DRIVE, 9A",1490000,10/1/19
CHELSEA,"130 WEST 24TH STREET, 2A",2300000,10/2/19
CHELSEA,"550 WEST 29TH STREET, 7A",4050000,10/2/19
CHELSEA,"308 W 30TH ST, 10A",850000,10/2/19
CHELSEA,"346 WEST 22ND STREET, 4",2247500,10/2/19
CIVIC CENTER,"108 LEONARD STREET, 7L",2610932,10/2/19
CLINTON,"505 WEST 43RD STREET, 6F",1915000,10/2/19
FLATIRON,"66 MADISON AVENUE, 8D",685000,10/2/19
FLATIRON,"280 PARK AVENUE SOUTH, 21D",990000,10/2/19
FLATIRON,17 WEST 24TH STREET,9250000,10/2/19
GREENWICH VILLAGE-CENTRAL,"126 EAST 12TH STREET, 6D",815000,10/2/19
GREENWICH VILLAGE-CENTRAL,"55 EAST 9TH STREET, 9B",560000,10/2/19
GREENWICH VILLAGE-CENTRAL,"77 EAST 12TH STREET, 2K",750000,10/2/19
GREENWICH VILLAGE-CENTRAL,"79 WEST 12TH STREET, 9D",1995000,10/2/19
HARLEM-UPPER,521 WEST 150 ST,950000,10/2/19
HARLEM-WEST,3300 BROADWAY,33600000,10/2/19
INWOOD,"24 COOPER STREET, 3B",180000,10/2/19
LOWER EAST SIDE,"504 GRAND STREET, B14",670000,10/2/19
LOWER EAST SIDE,"250 SOUTH STREET, 63D",2855100,10/2/19
MIDTOWN CBD,"470 PARK AVENUE, 10D",850000,10/2/19
MIDTOWN EAST,"333 EAST 41ST STREET, 6F",445000,10/2/19
MIDTOWN EAST,"301 EAST 48TH STREET, 12H",700000,10/2/19
MIDTOWN EAST,"303 EAST 43RD STREET, 7B",1725000,10/2/19
MIDTOWN WEST,"310 WEST 56TH STREET, 5D",464900,10/2/19
MIDTOWN WEST,"314 WEST 56TH STREET, 3C",575000,10/2/19
MIDTOWN WEST,"150 WEST 51ST STREET, 14-12",628500,10/2/19
MIDTOWN WEST,"150 WEST 51ST STREET, 18-4",570000,10/2/19
MIDTOWN WEST,"220 CENTRAL PARK SOUTH, 18G",1787029,10/2/19
MIDTOWN WEST,"350 WEST 50TH STREET, 4II",535000,10/2/19
MIDTOWN WEST,"350 WEST 50TH STREET, 5HH",547000,10/2/19
MURRAY HILL,"26 EAST 38TH STREET, 2R",680000,10/2/19
MURRAY HILL,"10 PARK AVENUE, 14B",567500,10/2/19
MURRAY HILL,"200 EAST 36TH STREET, 16B",955000,10/2/19
MURRAY HILL,"225 EAST 36TH STREET, 15B",410000,10/2/19
MURRAY HILL,"225 EAST 34TH STREET, 10J",1250000,10/2/19
SOUTHBRIDGE,"324 PEARL STREET, 1A",700000,10/2/19
SOUTHBRIDGE,107 SOUTH STREET,6000000,10/2/19
TRIBECA,"377 RECTOR PLACE, 11E",685000,10/2/19
UPPER EAST SIDE (59-79),"575 PARK AVENUE, 1509",455000,10/2/19
UPPER EAST SIDE (59-79),"169 EAST 69TH STREET, 2-D",1015000,10/2/19
UPPER EAST SIDE (59-79),"205 EAST 63RD STREET, 8B",1292500,10/2/19
UPPER EAST SIDE (59-79),"360 EAST 72ND STREET, A405",965000,10/2/19
UPPER EAST SIDE (59-79),"181 EAST 65TH STREET, 29A",8300000,10/2/19
UPPER EAST SIDE (79-96),"993 FIFTH AVENUE, 2A",5600000,10/2/19
UPPER EAST SIDE (79-96),"993 FIFTH AVENUE, 11",19000000,10/2/19
UPPER EAST SIDE (79-96),"177 EAST 79 STREET, 6A",1555000,10/2/19
UPPER EAST SIDE (79-96),"225 EAST 79TH STREET, 5AB",1495000,10/2/19
UPPER EAST SIDE (79-96),"1641 THIRD AVE, 11A",1587000,10/2/19
UPPER EAST SIDE (79-96),"245 EAST 93RD STREET, 24E",600000,10/2/19
UPPER EAST SIDE (79-96),"401 EAST 89TH STREET, 7P",1100000,10/2/19
UPPER WEST SIDE (59-79),"25 CENTRAL PARK WEST, 10U",2400000,10/2/19
UPPER WEST SIDE (59-79),"25 CENTRAL PARK WEST, 10V",2400000,10/2/19
UPPER WEST SIDE (96-116),"200 WEST 108TH STREET, 11C",728000,10/2/19
WASHINGTON HEIGHTS UPPER,"550 FORT WASHINGTON AVENUE, 1C",329000,10/2/19
WASHINGTON HEIGHTS UPPER,"45 OVERLOOK TERRACE, 4H",483538,10/2/19
CLINTON,"407 WEST 40TH STREET, 5B",946750,10/3/19
CLINTON,"457 WEST 43RD STREET, 4F",410670,10/3/19
FINANCIAL,7 HANOVER SQUARE,147000000,10/3/19
GRAMERCY,"200 EAST 16TH, 12H",517000,10/3/19
GRAMERCY,"121 EAST 22ND STREET, N706",5147846,10/3/19
GREENWICH VILLAGE-CENTRAL,"77 BLEECKER STREET, 823",1286000,10/3/19
GREENWICH VILLAGE-CENTRAL,"2 FIFTH AVENUE, 2E",815000,10/3/19
GREENWICH VILLAGE-CENTRAL,"111 FOURTH AVENUE, 4M",670000,10/3/19
GREENWICH VILLAGE-CENTRAL,"45 WEST 10TH STREET, 7A",425000,10/3/19
GREENWICH VILLAGE-CENTRAL,"184 THOMPSON STREET, 4V",762000,10/3/19
GREENWICH VILLAGE-CENTRAL,"135 WEST 4TH STREET, 1W",2900000,10/3/19
GREENWICH VILLAGE-WEST,"354 WEST 12TH STREET, 3D",470000,10/3/19
GREENWICH VILLAGE-WEST,"421 HUDSON STREET, 710",1950000,10/3/19
GREENWICH VILLAGE-WEST,"2 HORATIO STREET, RES1",1460000,10/3/19
HARLEM-CENTRAL,"220 WEST 148TH STREET, 4D",1925000,10/3/19
HARLEM-EAST,"319 EAST 105 STREET, 4C",560000,10/3/19
HARLEM-UPPER,"450 WEST 147TH STREET, 54",875000,10/3/19
KIPS BAY,"305 EAST 24TH STREET, PHB",1170000,10/3/19
LOWER EAST SIDE,"250 SOUTH STREET, 35L",2641268,10/3/19
LOWER EAST SIDE,"250 SOUTH STREET, 52E",1448173,10/3/19
MANHATTAN VALLEY,"220 MANHATTAN AVENUE, 1B",645000,10/3/19
MIDTOWN EAST,"342 EAST 51ST STREET, 4 A/B",830000,10/3/19
MIDTOWN EAST,"342 EAST 51ST STREET, 4 A/B",830000,10/3/19
MIDTOWN EAST,"45 TUDOR CITY PLACE, 2107",530000,10/3/19
MIDTOWN EAST,"300 EAST 59TH STREET, 3603",860000,10/3/19
MIDTOWN EAST,"60 SUTTON PLACE SOUTH, 4JS",1387500,10/3/19
MIDTOWN EAST,"50 SUTTON PLACE SOUTH, 19G",1800000,10/3/19
MIDTOWN EAST,"236 EAST 47TH STREET, 32F",1375000,10/3/19
MIDTOWN WEST,"30 WEST 60TH STREET, 7M",1760000,10/3/19
MIDTOWN WEST,"347 WEST 57TH STREET, 3B",900000,10/3/19
MURRAY HILL,"50 PARK AVENUE, 8A",680000,10/3/19
MURRAY HILL,"30 EAST 37 STREET, 6B",860000,10/3/19
TRIBECA,"212 WARREN STREET, 16G",2850000,10/3/19
TRIBECA,"443 GREENWICH STREET, 3G",7500000,10/3/19
UPPER EAST SIDE (59-79),"955 FIFTH AVENUE, 8A",2500000,10/3/19
UPPER EAST SIDE (59-79),"150 EAST 61ST STREET, 6BC",2222000,10/3/19
UPPER EAST SIDE (59-79),"174 EAST 74TH STREET, 2C",1569750,10/3/19
UPPER EAST SIDE (59-79),"245 EAST 72ND STREET, 16E",750000,10/3/19
UPPER EAST SIDE (59-79),"157 EAST 72ND STREET, 10H",975000,10/3/19
UPPER EAST SIDE (59-79),"200 EAST 66TH STREET, C0404",2500000,10/3/19
UPPER EAST SIDE (59-79),"401 EAST 60TH STREET, 4D",1910000,10/3/19
UPPER EAST SIDE (59-79),"205 E 78 ST, 7K",700000,10/3/19
UPPER EAST SIDE (79-96),"1088 PARK AVENUE, 5E",4250000,10/3/19
UPPER EAST SIDE (79-96),"1150 PARK AVENUE, 12A",1807215,10/3/19
UPPER EAST SIDE (79-96),"1105 PARK AVENUE, 6C",2750000,10/3/19
UPPER EAST SIDE (79-96),"115 EAST 90TH STREET, PHN",400000,10/3/19
UPPER WEST SIDE (59-79),"18 WEST 70TH STREET, 5F",490626,10/3/19
UPPER WEST SIDE (59-79),"175 WEST 73RD STREET, 11D",635000,10/3/19
UPPER WEST SIDE (59-79),"11 RIVERSIDE DRIVE, 4CW",925000,10/3/19
UPPER WEST SIDE (59-79),"45 WEST 67TH STREET, 12C",1645000,10/3/19
UPPER WEST SIDE (59-79),"200 RIVERSIDE BOULEVARD, 304",1530000,10/3/19
UPPER WEST SIDE (79-96),"225 CENTRAL PARK WEST, 917",1,10/3/19
UPPER WEST SIDE (79-96),"200 WEST 86TH STREET, PHF",2200000,10/3/19
UPPER WEST SIDE (79-96),"250 WEST 89TH STREET, 14F",1075000,10/3/19
UPPER WEST SIDE (96-116),"789 WEST END AVENUE, PH4",636406,10/3/19
WASHINGTON HEIGHTS LOWER,"611 WEST 156 STREET, 3",650000,10/3/19
ALPHABET CITY,"311 EAST 3RD STREET, 29",420000,10/4/19
CHELSEA,"310 WEST 18TH STREET, 5A",400000,10/4/19
CHELSEA,"520 WEST 23RD STREET, 11A",660000,10/4/19
CHELSEA,"444 WEST 19TH STREET, 605",1875000,10/4/19
CIVIC CENTER,"91 LEONARD STREET, 10F",3989707,10/4/19
CIVIC CENTER,"91 LEONARD STREET, SU73",3989707,10/4/19
CLINTON,"500 WEST 43RD STREET, 3A",1650000,10/4/19
CLINTON,"500 WEST 43RD STREET, 3K",1650000,10/4/19
FINANCIAL,"75 WALL STREET, 34O",2875000,10/4/19
GRAMERCY,"31 GRAMERCY PARK SOUTH, 2A",690000,10/4/19
GREENWICH VILLAGE-CENTRAL,"70 EAST 10TH STREET, 18V",1890900,10/4/19
GREENWICH VILLAGE-CENTRAL,"55 EAST 9TH STREET, 1HJ",1700000,10/4/19
GREENWICH VILLAGE-CENTRAL,"30 EAST 9TH STREET, 6GG",455000,10/4/19
GREENWICH VILLAGE-WEST,"260 WEST 10TH STREET, 5W",1115000,10/4/19
GREENWICH VILLAGE-WEST,"366 WEST 11TH STREET, 10A",1565000,10/4/19
GREENWICH VILLAGE-WEST,"2 HORATIO STREET, 3LMN",4550000,10/4/19
GREENWICH VILLAGE-WEST,"2 HORATIO, 15P",1160494,10/4/19
HARLEM-EAST,1661 MADISON AVENUE,2650000,10/4/19
HARLEM-EAST,2193 THIRD AVENUE,5500000,10/4/19
HARLEM-EAST,2195 THIRD AVENUE,5500000,10/4/19
HARLEM-UPPER,"470 WEST 146TH STREET, 54",395000,10/4/19
HARLEM-UPPER,"558 W 150TH STREET, 402",765000,10/4/19
KIPS BAY,"415 EAST 37TH STREET, 26K",2575000,10/4/19
KIPS BAY,"415 EAST 37TH STREET, 26L",2575000,10/4/19
LOWER EAST SIDE,"250 SOUTH STREET, 45L",2657235,10/4/19
LOWER EAST SIDE,"250 SOUTH STREET, 51A",2763931,10/4/19
MIDTOWN EAST,"321 EAST 43RD STREET, 111/2",790000,10/4/19
MIDTOWN EAST,"333 EAST 43RD STREET, PH10",950000,10/4/19
MIDTOWN EAST,"211 EAST 46TH STREET, 24B",915000,10/4/19
MIDTOWN EAST,"319 EAST 50TH STREET, 7ED",1080000,10/4/19
MIDTOWN WEST,"150 WEST 56TH STREET, 6405",1450000,10/4/19
MIDTOWN WEST,"100 CENTRAL PARK SOUTH, 2A",2443800,10/4/19
MORNINGSIDE HEIGHTS,"1264 AMSTERDAM AVENUE, 5C",365000,10/4/19
MURRAY HILL,"132 EAST 35TH STREET, 12L",775000,10/4/19
MURRAY HILL,"67 PARK AVENUE, 1D",110000,10/4/19
SOUTHBRIDGE,"77 FULTON STREET, 18D",999500,10/4/19
TRIBECA,"30 LITTLE WEST STREET, 25A",2925000,10/4/19
TRIBECA,"30 LITTLE WEST STREET, 25B",2213000,10/4/19
TRIBECA,"111 MURRAY STREET, 12A",2250000,10/4/19
TRIBECA,"111 MURRAY STREET, 25B",3875000,10/4/19
TRIBECA,"111 MURRAY STREET, 39B",4375000,10/4/19
UPPER EAST SIDE (59-79),"936 FIFTH AVENUE, 9B",4500000,10/4/19
UPPER EAST SIDE (59-79),"360 EAST 72ND STREET, A1409",790000,10/4/19
UPPER EAST SIDE (59-79),"300 EAST 62 ST, 1204",997000,10/4/19
UPPER EAST SIDE (59-79),"35 EAST 76TH STREET, 1708",1900000,10/4/19
UPPER EAST SIDE (79-96),"10 EAST 85TH STREET, 6B",1760000,10/4/19
UPPER EAST SIDE (79-96),"330 EAST 80TH STREET, 1A",685000,10/4/19
UPPER EAST SIDE (79-96),"345 EAST 86TH STREET, 2G",695000,10/4/19
UPPER EAST SIDE (79-96),"425 EAST 79TH STREET, 7E",1200000,10/4/19
UPPER WEST SIDE (59-79),"277 WEST END AVENUE, 9B",3400000,10/4/19
UPPER WEST SIDE (59-79),"50 RIVERSIDE BOULEVARD, 6A",3270000,10/4/19
UPPER WEST SIDE (59-79),"264 WEST 77TH STREET, 6",500000,10/4/19
UPPER WEST SIDE (79-96),"257 CENTRAL PARK WEST, 3E",1100000,10/4/19
UPPER WEST SIDE (79-96),"230 RIVERSIDE DRIVE, 10H",920000,10/4/19
WASHINGTON HEIGHTS UPPER,"180 CABRINI BLVD, 47-48",1650000,10/4/19
CHELSEA,448 WEST 25TH STREET,4800000,10/7/19
CHELSEA,"250 WEST 24TH STREET, 3GW",1465000,10/7/19
CIVIC CENTER,"49 CHAMBERS STREET, 15E",7100000,10/7/19
FASHION,"50 WEST 29TH STREET, 7W",2425000,10/7/19
FINANCIAL,"50 WEST STREET, 31B",1532466,10/7/19
FLATIRON,"10 WEST 15TH STREET, 708",835000,10/7/19
FLATIRON,"7 EAST 14TH STREET, 830",710000,10/7/19
GRAMERCY,"201 EAST 17TH STREET, 19J",892307,10/7/19
GREENWICH VILLAGE-CENTRAL,25 EAST 11TH STREET,12500000,10/7/19
GREENWICH VILLAGE-CENTRAL,"21 EAST 12TH STREET, PHC",17281288,10/7/19
GREENWICH VILLAGE-WEST,"101 WEST 12TH STREET, 14Y",470000,10/7/19
GREENWICH VILLAGE-WEST,"31 JANE STREET, 15GH",2665000,10/7/19
GREENWICH VILLAGE-WEST,86 CHRISTOPHER STREET,5500000,10/7/19
GREENWICH VILLAGE-WEST,"65 MORTON STREET, 1MK",599000,10/7/19
HARLEM-CENTRAL,345 WEST 123 STREET,1100000,10/7/19
HARLEM-CENTRAL,"70 WEST 139 STREET, 6F",533786,10/7/19
HARLEM-EAST,350 EAST 116TH STREET,1850000,10/7/19
KIPS BAY,"330 EAST 38TH STREET, 28Q",930000,10/7/19
LOWER EAST SIDE,"250 SOUTH STREET, 47L",2615811,10/7/19
LOWER EAST SIDE,"250 SOUTH STREET, 48F",1343763,10/7/19
LOWER EAST SIDE,"250 SOUTH STREET, 48L",2565511,10/7/19
MANHATTAN VALLEY,"49 WEST 96TH STREET, 6C",1195000,10/7/19
MANHATTAN VALLEY,"49 WEST 96TH STREET, 6D",1195000,10/7/19
MANHATTAN VALLEY,"100 MANHATTAN AVENUE, 35",1075000,10/7/19
MIDTOWN CBD,"153 EAST 57TH STREET, 17C",425000,10/7/19
MIDTOWN EAST,"25 TUDOR CITY PLACE, 1805",565000,10/7/19
MIDTOWN EAST,"345 EAST 54TH STREET, 4C",338350,10/7/19
MIDTOWN EAST,"415 EAST 52ND STREET, 4EC",818000,10/7/19
MIDTOWN EAST,"418 EAST 59TH STREET, 11A",1800000,10/7/19
MIDTOWN EAST,"45 SUTTON PLACE SOUTH, 17L",1650000,10/7/19
MIDTOWN EAST,"235 EAST 40TH STREET, 17B",976000,10/7/19
MIDTOWN WEST,"393 WEST 49TH STREET, 2HH",895000,10/7/19
MIDTOWN WEST,"1 CENTRAL PARK SOUTH, 1809",31250000,10/7/19
MIDTOWN WEST,"310 WEST 52ND STREET, SU173",32676,10/7/19
MORNINGSIDE HEIGHTS,"80 LA SALLE STREET, 8G",690000,10/7/19
MURRAY HILL,"234 EAST 35TH STREET, 4",650000,10/7/19
MURRAY HILL,"35 EAST 30TH STREET, 5D",230000,10/7/19
MURRAY HILL,"407 PARK AVENUE SOUTH, 14D",745000,10/7/19
MURRAY HILL,"45 EAST 30TH STREET, 4A",1325000,10/7/19
MURRAY HILL,"20 EAST 35TH STREET, 5J",1460000,10/7/19
TRIBECA,"200 RECTOR PLACE, 27H",1200000,10/7/19
UPPER EAST SIDE (59-79),"870 5TH AVENUE, 12C",1916500,10/7/19
UPPER EAST SIDE (59-79),"221 EAST 76TH STREET, 6A",417000,10/7/19
UPPER EAST SIDE (59-79),"360 EAST 72ND STREET, C2400",1715000,10/7/19
UPPER EAST SIDE (59-79),"200 EAST 66TH STREET, D2004",2880000,10/7/19
UPPER EAST SIDE (79-96),"1040 PARK AVENUE, SR2",201786,10/7/19
UPPER EAST SIDE (79-96),"1040 PARK AVENUE, SR10",199000,10/7/19
UPPER EAST SIDE (79-96),"239 EAST 79TH STREET, 11A",1350000,10/7/19
UPPER EAST SIDE (79-96),"445 EAST 86TH STREET, 11E",452000,10/7/19
UPPER EAST SIDE (79-96),"10 EAST END AVENUE, 17C",1975000,10/7/19
UPPER EAST SIDE (79-96),"1760 SECOND AVENUE, 29A",2410000,10/7/19
UPPER EAST SIDE (96-110),"1165 FIFTH AVENUE, 5B",3735000,10/7/19
UPPER WEST SIDE (59-79),"336 WEST END AVENUE, 7C/D",2715000,10/7/19
UPPER WEST SIDE (59-79),"11 RIVERSIDE DRIVE, 4NE",2235000,10/7/19
UPPER WEST SIDE (79-96),"588 WEST END AVENUE, 8D",648000,10/7/19
UPPER WEST SIDE (79-96),"134 WEST 93RD STREET, 7E",1450000,10/7/19
WASHINGTON HEIGHTS UPPER,"900 WEST 190TH STREET, 12-D",755000,10/7/19
ALPHABET CITY,"616 EAST 9TH STREET, 3E",505000,10/8/19
CHELSEA,"163 WEST 18TH STREET, 7A",10,10/8/19
CHELSEA,"151 WEST 21ST STREET, 1B",2400000,10/8/19
CHELSEA,"160 7TH AVENUE, 205",465000,10/8/19
CHELSEA,"163 WEST 18TH STREET, S3",10,10/8/19
CIVIC CENTER,"30 PARK PLACE, 51E",5050000,10/8/19
CIVIC CENTER,"91 LEONARD STREET, 10A",2833993,10/8/19
CIVIC CENTER,"91 LEONARD STREET, 13D",997885,10/8/19
CIVIC CENTER,"56 LEONARD STREET, 30BE",4775000,10/8/19
CLINTON,"411 WEST 44TH STREET, 12",482000,10/8/19
FINANCIAL,"15 BROAD STREET, 1704",1275000,10/8/19
FINANCIAL,"15 BROAD STREET, 3414",1225000,10/8/19
FINANCIAL,"101 WALL ST, 22A",3175000,10/8/19
FLATIRON,"280 PARK AVENUE SOUTH, 22F",1545000,10/8/19
GRAMERCY,"215 EAST 19TH STREET, 5G",1308451,10/8/19
GREENWICH VILLAGE-CENTRAL,"25 MINETTA LANE, 5C",1350000,10/8/19
GREENWICH VILLAGE-CENTRAL,"79 WEST 12TH STREET, 5G",999000,10/8/19
GREENWICH VILLAGE-WEST,"720 GREENWICH STREET, 1R",920000,10/8/19
GREENWICH VILLAGE-WEST,"130 JANE STREET, 4K",1100000,10/8/19
HARLEM-CENTRAL,"66-72 ST NICHOLAS AVENUE, 2C",717000,10/8/19
HARLEM-UPPER,"558 W 150TH STREET, 101",1228264,10/8/19
HARLEM-UPPER,"558 W 150TH STREET, 301",800000,10/8/19
INWOOD,535 WEST 217 STREET,1530000,10/8/19
INWOOD,"90 PARK TERRACE EAST, 4G",305000,10/8/19
JAVITS CENTER,511 WEST 35TH STREET,1838000,10/8/19
JAVITS CENTER,506 WEST 36TH STREET,1838000,10/8/19
JAVITS CENTER,512 WEST 36TH STREET,1838000,10/8/19
LOWER EAST SIDE,"504 GRAND STREET, G42",849000,10/8/19
LOWER EAST SIDE,"250 SOUTH STREET, 41L",2631085,10/8/19
MANHATTAN VALLEY,"4-6 WEST 105TH STREET, 4A",383000,10/8/19
MIDTOWN EAST,1 SUTTON PLACE,13000000,10/8/19
MIDTOWN EAST,"313 EAST 56TH STREET, 3C",860000,10/8/19
MIDTOWN EAST,"45 TUDOR CITY PLACE, 1504",562000,10/8/19
MIDTOWN WEST,"150 WEST 51ST STREET, 20-30",690000,10/8/19
MURRAY HILL,"20 EAST 35TH STREET, 5F",662000,10/8/19
TRIBECA,"30 LITTLE WEST STREET, 27D",1168000,10/8/19
UPPER EAST SIDE (59-79),"118 EAST 60TH STREET, 27B",770000,10/8/19
UPPER EAST SIDE (59-79),"175 EAST 62ND STREET, 2C",1150000,10/8/19
UPPER EAST SIDE (79-96),"45 EAST END AVENUE, 5H",1030000,10/8/19
UPPER WEST SIDE (59-79),"80 RIVERSIDE BOULEVARD, 9K",751680,10/8/19
UPPER WEST SIDE (79-96),310 WEST 89TH STREET,5600000,10/8/19
UPPER WEST SIDE (79-96),"102 WEST 85TH STREET, 3D",785000,10/8/19
UPPER WEST SIDE (96-116),"507 WEST 111TH STREET, 61",805000,10/8/19
WASHINGTON HEIGHTS LOWER,"474 W. 158TH ST, 44",450000,10/8/19
WASHINGTON HEIGHTS UPPER,"120 CABRINI BOULEVARD, 47",660500,10/8/19
HARLEM-CENTRAL,"70 WEST 139 STREET, 3C",533786,10/9/19
HARLEM-CENTRAL,"70 WEST 139TH, 3D",533786,10/9/19
MIDTOWN EAST,"440 EAST 56, 4B",990000,10/9/19
MIDTOWN EAST,"440 EAST 56, 4C",990000,10/9/19
MIDTOWN WEST,"345 WEST 58TH STREET, 8C",1125000,10/9/19
MIDTOWN WEST,"333 WEST 57TH STREET, 5H",880000,10/9/19
MURRAY HILL,"200 E 36 STREET, 10C",625000,10/9/19
UPPER EAST SIDE (79-96),"350 EAST 82ND STREET, 6G",790000,10/9/19
ALPHABET CITY,"99 AVENUE B, 4CD",580000,10/10/19
CHELSEA,214 WEST 20TH STREET,3200000,10/10/19
CHELSEA,"133 WEST 22ND STREET, 5D",1751250,10/10/19
CHELSEA,"129 WEST 20TH STREET, C-1",4980000,10/10/19
CHINATOWN,149 CANAL STREET,7250000,10/10/19
CIVIC CENTER,"91 LEONARD STREET, 13E",1500137,10/10/19
CIVIC CENTER,"91 LEONARD STREET, 15C",919683,10/10/19
CLINTON,"411 WEST 44TH STREET, 10",651680,10/10/19
CLINTON,"505 WEST 43RD STREET, 4K",1198500,10/10/19
FASHION,"32 W. 40TH STREET, 10B",600000,10/10/19
FASHION,"50 WEST 30TH STREET, PH2",5900000,10/10/19
FLATIRON,36 WEST 21ST STREET,4650000,10/10/19
GRAMERCY,"142 EAST 16TH STREET, 5H",830000,10/10/19
GRAMERCY,"4 LEXINGTON AVENUE, 4DE",1999000,10/10/19
GRAMERCY,"215 EAST 19TH STREET, 2A",2331079,10/10/19
GRAMERCY,"200 EAST 21ST STREET, 11C",4000255,10/10/19
GRAMERCY,201 PARK AVENUE SOUTH,166219115,10/10/19
GREENWICH VILLAGE-CENTRAL,"443 LAFAYETTE STREET, 11C",2911000,10/10/19
GREENWICH VILLAGE-CENTRAL,"30 EAST 9TH STREET, 1E",955000,10/10/19
GREENWICH VILLAGE-WEST,"111 WEST 11TH STREET, 3FE",625000,10/10/19
GREENWICH VILLAGE-WEST,"160 LEROY STREET, 11AN",7150000,10/10/19
HARLEM-CENTRAL,309 WEST 137 STREET,1997000,10/10/19
HARLEM-CENTRAL,41 BRADHURST AVENUE,1750000,10/10/19
HARLEM-CENTRAL,"1901 MADISON AVENUE, 116",420000,10/10/19
HARLEM-CENTRAL,"40 WEST 116 STREET, B804",480000,10/10/19
HARLEM-CENTRAL,"2300 FREDRICK DOUGLASS BL, 8A",795000,10/10/19
HARLEM-UPPER,"441 CONVENT AVENUE, 2B",462500,10/10/19
INWOOD,"77 PARK TERRACE EAST, D19",244500,10/10/19
INWOOD,"45 PARK TERRACE WEST, 1-F",456400,10/10/19
KIPS BAY,"305 EAST 24TH STREET, 12P",1100000,10/10/19
LITTLE ITALY,"199 MOTT STREET, 3A",2825000,10/10/19
LOWER EAST SIDE,"250 SOUTH STREET, 26F",1285854,10/10/19
LOWER EAST SIDE,"250 SOUTH STREET, 29M",2383285,10/10/19
